"","GHGRP ID","Landfill ID","Landfill Name","State","Landfill Alias","Physical Address","City","County","Zip Code","Latitude","Longitude","Composting?","Ownership Type","Landfill Owner Organization(s)","Landfill Operator Organization","Year Landfill Opened","Landfill Closure Year","Current Landfill Status","Design Landfill Area (acres)","Current Landfill Area (acres)","Design Landfill Depth (feet)","Current Landfill Depth (feet)","Landfill Design Capacity (tons)","Waste in Place (tons)","Waste in Place Year","Annual Waste Acceptance Rate (tons per year)","Annual Waste Acceptance Year","Does LF Recirculate Leachate?","Leachate Recirc Frequency (Past 10 Yrs)","Permitted as RD&D LF?","LFG Generated (mmscfd)","LFG Collection System In Place?","LFG Collected (mmscfd)","LFG Collected Year","Percent Methane","Flares in Place?","Number of Flares","LFG Flared (mmscfd)","LFG Flared Year","Gas Collection System Comments"
"1519",NA,1157,"Rowland Landfill, Inc.","NC",NA,"3000 Gresham Lake Road","Raleigh","Wake","27615",35.88428,-78.58675,"No","Private","Rowland Landfill, Inc.","Rowland Landfill, Inc.",1977,1978,"Closed",25,4,40,NA,NA,50000,NA,NA,NA,"Unknown","Not used","No",NA,"Yes",0,NA,50,"No",NA,NA,NA,"8/06-GCCS consisted of collection piping and 10 extraction wells."
"1520",NA,1130,"Roxboro LF-Person County","NC",NA,NA,NA,"Person",NA,NA,NA,"No","Public","City of Roxboro","City of Roxboro",1973,1993,"Closed",NA,NA,NA,NA,NA,598794,NA,23281,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1521",NA,1131,"Rutherford County LF","NC","Rutherford County, Rutherfordton LF","656 Laurel Hill Drive","Rutherfordton","Rutherford","28139",35.3492,-81.95202,"No","Public","Rutherford County, NC","Rutherford County, NC",1950,1997,"Closed",NA,NA,NA,NA,NA,1600000,NA,77057,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1522",1004118,2336,"Sampson County Disposal, LLC","NC",NA,"7434 Roseboro Highway","Roseboro","Sampson","28382",34.982,-78.457,"No","Private","GFL Environmental USA Inc.","GFL Environmental USA Inc.",2000,2041,"Open",NA,134.4,NA,NA,49123140,25983708,2021,1738735,2021,"Yes","Several times per year","No",7.33,"Yes",3.73,2021,44.9,"Yes",2,3.15,2021,"10/04-Developing GCCS report, plan on bringing collection system online in early 2006; 4/09-Gas system expanded in late 2008.; 12/11-60 vertical wells and 2 flares.; 2012-55 wells, system capacity=4700 acfm."
"1523",1004255,1132,"Sampson County LF","NC",NA,"7434 Roseboro Highway","Roseboro","Sampson","28382",34.9634,-78.4486,"No","Public","Sampson County, NC","GFL Environmental USA Inc.",1973,2001,"Closed",NA,86.1,NA,NA,2967091,2967090,2001,229583,2001,"No","Not used","No",0.601,"Yes",0.479,2021,37.7,"Yes",2,0.013,2021,"10/04-One flare @ 1,100 cfm and one flare @ 150 cfm.; 2010-35 wells, system capacity=1450 acfm."
"1524",NA,1133,"Scotland County LF","NC",NA,"SR 1611 & SR 1619","Maxton","Scotland","28352",34.726,-79.383,"No","Public","Scotland County, NC","Scotland County, NC",1980,1999,"Closed",NA,NA,NA,NA,NA,788677,NA,50062,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1525",NA,1134,"Sorrells SLF","NC",NA,NA,NA,"Wake",NA,NA,NA,"No","Private","Sorrells Grading Company","Sorrells SLF",1973,1993,"Closed",NA,NA,NA,NA,NA,613676,NA,0,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1526",1004408,10620,"South Wake LF (New)","NC",NA,"6300 Old Smithfield Road","Apex","Wake","27539-5353",35.675,-78.85,"No","Public","Wake County, NC","GFL Environmental USA Inc.",2008,2100,"Open",179,80,NA,40,18317699,6284042,2021,557181,2021,"No","Not used","No",5.652,"Yes",4.551,2021,47.7,"Yes",NA,1.571,2021,"2012-7 wells, system capacity=3500 acfm.; 11/20-Adding more wells.; 4/21-Gas collection system began operations in 2010."
"1527",NA,1135,"Stokes County LF","NC",NA,"2015 Sizemore Road","Germanton","Stokes","27019",36.3665,-80.2617,"No","Public","Stokes County, NC","Stokes County, NC",1972,2004,"Closed",NA,NA,NA,NA,NA,478368,NA,7633,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1528",1005535,2292,"Surry County LF 1 & LF 3","NC","Surry County Mt. Airy LF","419 Landfill Road
237 Landfill Road","Mt. Airy","Surry","27030",36.4417,-80.5707,"No","Public","Surry County, NC","Surry County, NC",1969,2042,"Open",51,NA,NA,NA,NA,2836909,2021,69557,2021,"No","Not used","No",NA,"Yes",0.327,2021,50.8,"Yes",NA,0,2021,"9/01-Passive vents."
"1529",NA,1137,"Surry County LF 2","NC","Surry County Elkin LF","SR 1121
near intersection with SR 1191","Elkin","Surry","28621",36.30021,-80.77122,"No","Public","Surry County, NC","Surry County, NC",1980,1998,"Closed",NA,8,NA,80,NA,645506,NA,22191,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,NA,"No",NA,NA,NA,NA
"1530",NA,1138,"Swain County LF","NC",NA,"Buckner Branch Road SR-1311","Bryson City","Swain","28713",35.4199,-83.4694,"No","Public","Swain County","Swain County",1972,1995,"Closed",NA,NA,NA,NA,NA,127170,NA,4859,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1531",NA,1040,"Swepsonville LF","NC",NA,"3061 Landfill Road
off Alfred Road","Graham","Alamance","27253",36.015,-79.34917,"No","Public","Alamance County, NC","Alamance County, NC",1971,1993,"Closed",NA,NA,NA,NA,NA,2278000,NA,108476,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1532",NA,1139,"Thomasville LF-Davidson County","NC",NA,"458 Pine Woods Church Road
(NC Highway 109 & I-85)","Thomasville","Davidson","27360",35.901,-80.102,"No","Public","City of Thomasville, NC","City of Thomasville, NC",1973,NA,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1533",NA,1141,"Transylvania County SLF","NC","Woodruff Landfill","500 Howell Road","Brevard","Transylvania","28712",35.122,-82.844,"No","Public","Transylvania County, NC","Transylvania County, NC",1992,2031,"Open",NA,14,70,NA,790641,495930,2016,26003,2016,"Unknown","Not used","No",NA,"Yes",NA,NA,50,"Yes",1,NA,NA,"9/07-Single solar-powered, open-candle type flare."
"1534",1003035,1074,"Tuscarora Long-Term Regional Landfill","NC","CRSWMA-Regional LF","7400 Old Highway 70 West","New Bern","Craven","28562",35.16296,-77.22612,"No","Public","Coastal Environmental Partnership, NC","Coastal Environmental Partnership, NC",1994,2049,"Open",101,58,230,210,8438421,5361032,2021,236426,2021,"No","Not used","No",2.242,"Yes",1.826,2021,46.3,"Yes",1,0.556,2021,"9/10-43 wells over 40.7 acres, gas collection began in 1999, 1 open flare.; 2012-50 wells, system capacity=2000 acfm."
"1535",NA,1142,"Union County LF","NC",NA,"2125 Austin Chaney Road","Wingate","Union","28174",35.0355,-80.463,"No","Private","Union County, NC",NA,1972,1997,"Closed",NA,NA,NA,NA,NA,2130144,NA,84001,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1536",1007984,2199,"Upper Piedmont Regional Landfill","NC","Upper Piedmont Environmental Landfill","9650 Oxford Road","Rougemont","Person","27572",36.324,-78.832,"No","Private","Republic Services, Inc.","Republic Services, Inc.",1997,2057,"Open",NA,50.2,NA,NA,19169386,5813965,2021,302834,2021,"No","Not used","No",2.749,"Yes",1.991,2021,49.4,"Yes",NA,1.991,2021,"10/07-Installing first phase of gas wells in 2008, expected flow 400-600 scfm.; 2012-21 wells, system capacity=2000 acfm."
"1537",NA,1143,"US Army Fort Bragg Landfill","NC",NA,"Longstreet Road","Fort Bragg","Cumberland","28307",35.143,-79.052,"No","Public","United States Army",NA,1981,2001,"Closed",NA,NA,NA,NA,NA,763800,NA,34954,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1538",1004062,10782,"US Marine Corps Base Camp Lejeune","NC","Camp Lejeune MSW Landfill","Piney Green Road","Camp Lejeune","Onslow","28547",34.688,-77.322,"No","Public","United States Marine Corps","United States Marine Corps",1972,2045,"Open",45,NA,55,NA,2724278,1859129,2021,26662,2021,"No","Not used","No",0.56,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1539",1004831,1110,"Uwharrie Environmental Regional LF","NC",NA,"501 Landfill Road","Mount Gilead","Montgomery","27306",35.3415,-79.961,"No","Private","Republic Services, Inc.","Republic Services, Inc.",1997,2055,"Open",NA,107,NA,NA,24716207,16419243,2021,551527,2021,"No","Not used","No",5.64,"Yes",3.898,2021,48.5,"Yes",3,0.428,2021,"10/07-Installing additional wells in 2008.; 2012-56 wells, system capacity=6000 acfm.; 10/14-Wellfield expansion underway."
"1540",NA,1145,"Vance County LF","NC",NA,"3181 NC Highway 39 N.","Henderson","Vance","27537",36.367,-78.4212,"No","Public","Vance County, NC","Vance County, NC",1974,1997,"Closed",NA,NA,NA,NA,NA,970899,NA,43603,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1541",NA,1148,"Warren County LF","NC",NA,NA,"Warrenton","Warren","27589",36.40731,-78.16995,"No","Public","Warren County, NC","Warren County, NC",1974,1996,"Closed",NA,NA,NA,NA,NA,230029,NA,6571,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1542",NA,2201,"Watauga County Landfill","NC",NA,"336 Landfill Road","Boone","Watauga","28607",36.2185,-81.63,"No","Public","Watauga County, NC",NA,1970,1994,"Closed",22,22,170,170,NA,546000,1994,NA,NA,"Unknown","Not used","No",NA,"Yes",0.22,NA,NA,"No",NA,NA,NA,"2/02-Passive system; 1/06-One flare for active collection system online on 12/1/05.; 8/08-Wells have been installed, waiting on flare."
"1543",1005274,1150,"Wayne County LF","NC",NA,"460B South Landfill Road","Dudley","Wayne","28333",35.2908,-78.0647,"No","Public","Wayne County, NC","Wayne County, NC",1974,2050,"Open",NA,120.5,NA,NA,6904174,4036337,2021,137119,2021,"No","Not used","No",1.23,"Yes",0.444,2021,50.6,"Yes",NA,0.164,2021,"2012-119 wells, system capacity=1600 acfm."
"1544",NA,1151,"Western Carolina University","NC",NA,NA,"Cullowhee","Jackson",NA,NA,NA,"No","Private","West Carolina University","West Carolina University",1974,1997,"Closed",NA,NA,NA,NA,NA,9312,NA,108,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1545",1011066,1066,"Wilder's Grove Landfill","NC","City of Raleigh LF","4120 New Bern Avenue
800 Corporation Parkway","Raleigh","Wake","27610",35.789,-78.5669,"No","Public","City of Raleigh Solid Waste Services Dept.","City of Raleigh Solid Waste Services Dept.",1972,1997,"Closed",125,125,100,70,4791326,4791326,1997,184282,1997,"No","Not used","No",NA,"Yes",0.872,2018,34.2,"Yes",1,0.872,2018,"8/06-Initial GCCS = 55 wells (1.2 mmscfd), 7 perimeter wells & piping installed in 95, 8 more perimeter wells & piping in 96, complete system upgrade in 97-98 = 42 more wells & 5.3 mi of piping & 30 old wells shut down."
"1546",NA,1152,"Wilkes County LF 1","NC","Germantown","NC 268 East","Wilkesboro","Wilkes",NA,36.118,-81.1985,"No","Public","Wilkes County, NC","Wilkes County, NC",1972,1993,"Closed",20,20,100,100,1127341,1127341,1993,30000,NA,"Unknown","Not used","No",0.05,"Yes",0.05,2014,NA,"Yes",NA,0,2014,"6 passive vents installed in 1994.; 3/12-4 wells 40-feet deep installed in 2011/2012."
"1547",1006748,1156,"Wilkes County LF 2","NC",NA,"9219 Elkin Highway NC 268 East","Roaring River","Wilkes","28669",36.2093,-80.9869,"No","Public","Wilkes County, NC","Dan Johnson",1993,2034,"Open",20,12,NA,50,1845837,1615262,2021,63020,2021,"No","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1548",NA,1153,"Wilson County LF","NC",NA,"4537 Landfill Road
2400 Highway 42 E","Wilson","Wilson","27893",35.7155,-77.8451,"No","Public","Wilson County, NC","Wilson County, NC",1975,1997,"Closed",62,NA,NA,NA,NA,2080436,NA,123875,NA,"Unknown","Not used","No",0.5,"Yes",NA,NA,NA,"Yes",NA,0.306,NA,"9/01-Passive venting, 19 wells in place, 62 acres.; 1/12-Flare began operation 9/2010."
"1549",NA,1154,"Yancey/Mitchell County LF","NC",NA,"66 EnergyXchange Drive","Burnsville","Yancey","28714",35.930412,-82.178618,"No","Public","Yancey County, NC","Yancey County, NC",1973,1994,"Closed",7,6,75,NA,NA,384804,1994,NA,NA,"Unknown","Not used","No",0.161,"Yes",0.06,NA,50,"Yes",1,NA,NA,"5/05-8 vertical and 2 horizontal gas collection wells."
"1550",NA,1910,"York Road Landfill","NC",NA,"1520 West Tyvola Road","Charlotte","Mecklenburg","28217",35.1755,-80.9099,"No","Public","City of Charlotte","City of Charlotte",NA,1980,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1551",NA,21028,"Bismarck Landfill","ND","2111 N 52nd Street",NA,"Bismarck","Burleigh","58506",46.835,-100.7,"No","Public","City of Bismarck, ND",NA,NA,NA,"Open",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1552",1001614,2153,"City of Fargo Landfill","ND",NA,"4501 7th Avenue North","Fargo","Cass","58102",46.8835,-96.8613,"Yes","Public","City of Fargo, ND","City of Fargo, ND",1980,2045,"Open",115,63.4,NA,80,11796627,7339860,2021,195485,2021,"No","Not used","No",2.505,"Yes",0.745,2021,50.6,"Yes",NA,0.107,2021,"2/09-20 wells in 2001, added 20 more later (2006?).; 2012-62 wells, system capacity=1800 acfm.; 5/19-Replacing original compressors, a flare, and LFG conditioning equipment, not adding new wells."
"1553",NA,2388,"City of Minot LF","ND",NA,"20th Avenue SW","Minot","Ward","58701",48.2113,-101.352,"Yes","Public","City of Minot, ND","City of Minot, ND",1993,2033,"Open",NA,12,NA,30,1860000,276396,2003,41788,2002,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1554",1003583,2389,"Dakota MSW Landfill","ND","Big Dipper Inc. LF","7972 129th Avenue SE","Gwinner","Sargent","58040",46.2401,-97.6952,"No","Private","WM","WM",1976,2074,"Open",73,63.5,NA,60,7379796,2943153,2021,72984,2021,"No","Not used","No",0.862,"No",NA,NA,NA,"No",NA,NA,NA,"7/03-6 to 7 passive vents."
"1555",NA,21029,"Dickinson Landfill","ND","3880 Lehigh Road",NA,"Dickinson","Stark","58601",46.854376,-102.696955,"No","Public","City of Dickinson, ND",NA,NA,2042,"Open",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1556",1011959,20760,"Grand Forks Active Landfill","ND",NA,"5500 54th Avenue North","Grand Forks","Grand Forks","58203",47.980171,-97.117604,"No","Public","City of Grand Forks, ND",NA,2009,2093,"Open",NA,NA,NA,NA,7100100,866814,2021,64666,2021,"No","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1557",1004044,2302,"Grand Forks Landfill","ND","City of Grand Forks Landfill","2350 83rd Street N","Grand Forks","Grand Forks","58203",47.944,-97.148,"No","Public","City of Grand Forks, ND","City of Grand Forks, ND",1965,2009,"Closed",NA,180,NA,20,3528000,3507954,2009,37580,2009,"No","Not used","No",1.03,"No",NA,NA,NA,"No",NA,NA,NA,"2/04-No GCCS, passive venting only."
"1558",NA,21030,"Jahner Sanitation Inc","ND",NA,"7971 32nd Avenue SE","Wishek","McIntosh","58495",46.26738,-99.712641,"No","Private","WM",NA,NA,NA,"Open",NA,20,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1559",NA,21031,"Jamestown Landfill","ND","8980 35th Street SE",NA,"Jamestown","Stutsman","58401",46.90294,-98.56801,"No","Public","City of Jamestown, ND",NA,NA,NA,"Open",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1560",1007284,2387,"McDaniel Landfill","ND",NA,"12300 247th Avenue SE","Sawyer","Ward","58781",47.975,-101.105,"No","Private","WM","WM",1980,2031,"Open",NA,11,NA,30,2434856,1730822,2021,32006,2021,"No","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1561",NA,21032,"McKenzie County Landfill","ND","2491 132nd Avenue NW","6 miles west of Watford City on Hwy 85, 2 miles S on 132nd Avenue NW","Arnegard","McKenzie","58835",47.77577,-103.41547,"No","Public","McKenzie County, ND",NA,NA,NA,"Open",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1562",NA,21033,"Mercer County Regional Landfill","ND","5251 County Road 26",NA,"Hazen","Mercer","58545",47.35739,-101.65787,"No","Public","Mercer County, ND",NA,NA,NA,"Open",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1563",NA,21034,"Noonan Landfill LLC","ND","10800 County Road 21 NW",NA,"Noonan","Divide","58765",48.87363,-103.00511,"No","Private","Noonan Landfill LLC",NA,NA,NA,"Open",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1564",NA,21035,"Williston Municipal Landfill","ND","5176 134th Avenue NW",NA,"Williston","Williams","58801",48.16586,-103.58256,"No","Public","City of Williston, ND",NA,NA,NA,"Open",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1565",NA,1743,"Alliance Disposal Area LF","NE",NA,"1439 E. Kansas Street","Alliance","Box Butte","69301",42.0902,-102.84788,"No","Public","City of Alliance, NE","City of Alliance, NE",1950,2023,"Open",NA,NA,NA,NA,453021,240270,2014,11850,2014,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1566",1013587,1744,"Beatrice Disposal Area LF","NE",NA,"3426 W. Locust Road","Beatrice","Gage","68310",40.21986,-96.76866,"Yes","Public","City of Beatrice, NE","Beatrice Area Solid Waste Agency, NE",1983,2029,"Open",NA,NA,NA,NA,976967,913091,2021,30805,2021,"No","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1567",1002158,1754,"Bluff Road Landfill","NE","Lincoln Bluff Road LF","6001 Bluff Road","Lincoln","Lancaster","68517",40.9146,-96.6379,"Yes","Public","City of Lincoln, NE","City of Lincoln, NE",1988,2035,"Open",171,110.5,150,NA,13301053,9546388,2021,331346,2021,"Yes","Occasionally but not every year","No",NA,"Yes",4.331,2021,55,"Yes",1,2.731,2021,"5/01-Passive gas collection system on 12 ac.; 5/10-Installing GCCS/flare.; 11/10-Drilling 54 wells ranging in depth from 40 feet to 100 feet.; 4/11-Currently installing GCCS, expected to go online June 2011.; 2012-53 wells, system capacity=3000 acfm."
"1568",1000191,1745,"Butler County Landfill Inc.","NE",NA,"3588 R Road","David City","Butler","68632",41.2613,-97.0423,"No","Private","Waste Connections Inc. - Central Region","Waste Connections Inc. - Central Region",1986,2027,"Open",64,58.2,NA,NA,NA,8513554,2021,308915,2021,"Yes","Several times per year","No",2.308,"Yes",1.477,2021,58.5,"Yes",NA,0.397,2021,"2010-16 wells, system capacity=900 acfm.; 2012-Passive vents/flares too.; 4/16-16 wells were sunk in oldest part of LF, 30 feet to 90 feet deep."
"1569",NA,21151,"City of Kimball Landfill","NE",NA,"West Highway 30","Kimball","Kimball","69145",41.2384,-103.69601,"No","Public","City of Kimball, NE",NA,NA,NA,"Open",NA,NA,NA,NA,NA,NA,NA,1793,2012,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1570",NA,1760,"Community Refuse Disposal, Incorporated - Norfolk","NE","Norfolk Landfill","837th Road","Norfolk","Madison","68701",41.960578,-97.373175,"No","Private","Republic Services, Inc.",NA,1970,1995,"Closed",160,NA,NA,NA,NA,1446633,NA,53269,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1571",1000522,20181,"Douglas County Landfill","NE","State Street Landfill","12608 State Street","Omaha","Douglas","68142",41.3357,-96.1101,"No","Public","Douglas County, NE",NA,1973,1989,"Closed",NA,123,NA,110,5224710,5224710,1989,407315,1989,"No","Not used","No",0.772,"Yes",0.749,2021,52.8,"Yes",1,0.018,2021,"4/16-Have been flaring since Nov. 1995: 38 perimeter and 18 interior wells and an enclosed flare."
"1572",1007835,1746,"Douglas County Recycling and Disposal Facility LF","NE","Pheasant Point","14320 North 216th Street","Bennington","Douglas","68007",41.385,-96.241,"No","Private","WM","WM",1989,2153,"Open",405,187.5,NA,162,93943391,19399049,2021,680571,2021,"Yes","Several times per year","No",5.908,"Yes",4.823,2021,53.3,"Yes",1,1.417,2021,"9/10-89 wells over 151 acres, system installed in 1998, 1 open flare.; 2012-95 wells, system capacity=5400 acfm."
"1573",NA,1759,"Fremont Landfill","NE",NA,"Highway 77 S","Inglewood","Dodge","68026",41.40912,-96.5012,"No","Private","Republic Services, Inc.","Republic Services, Inc.",1965,1993,"Closed",140,NA,NA,NA,NA,1106263,NA,38147,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1574",1004439,1747,"G&P Development Inc. Landfill","NE",NA,"427 South 238th Road","Milford","Seward","68405",40.747,-97.05,"No","Private","Waste Connections Inc. - Central Region","Waste Connections Inc. - Central Region",1970,2029,"Open",65.3,30,NA,70,4009286,2182411,2021,119311,2021,"Yes","Several times per year","No",NA,"Yes",0.695,2021,33.4,"Yes",NA,0.695,2021,NA
"1575",NA,20755,"Gering City Landfill","NE","Gering Disposal Area","200530 West Drive","Gering","Scotts Bluff","69341",41.830311,-103.68464,"No","Public","City of Gering, NE",NA,NA,NA,"Open",NA,NA,NA,NA,NA,NA,NA,30947,2012,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1576",1001960,1749,"Grand Island Regional Landfill","NE",NA,"19550 W. Husker Highway","Shelton","Hall","68876",40.895,-98.718,"No","Public","City of Grand Island, NE","City of Grand Island, NE",1984,2038,"Open",50,33.7,120,80,4372323,3066996,2021,97059,2021,"No","Not used","No",0.95,"No",NA,NA,57,"No",NA,NA,NA,NA
"1577",1002159,1750,"Hastings SLF","NE","Hasting LF","725 S. Southern Hills Drive","Hastings","Adams","68901",40.57,-98.433,"No","Public","City of Hastings, NE","City of Hastings, NE",1983,2037,"Open",160,22.3,NA,NA,2756250,1662527,2021,57343,2021,"No","Not used","No",0.48,"No",NA,NA,57,"No",NA,NA,NA,NA
"1578",NA,1751,"Holdrege Prairie Hill Landfill","NE","Holdrege Disposal Area LF","506 13th Street","Holdrege","Phelps","68949",40.418,-99.374,"No","Public","Holdrege City, NE","Holdrege City, NE",1950,NA,"Open",150,NA,NA,NA,848467,458749,2015,21323,2012,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1579",1004716,1752,"J Bar J Landfill","NE","J-Bar-J Land, Incorporated LF","323.3 Road 770","Ogallala","Perkins","69153",40.984153,-101.818187,"No","Private","Waste Connections Inc. - Central Region","Waste Connections Inc. - Central Region",1992,2053,"Open",66,44.3,NA,NA,3878726,2322768,2021,103817,2021,"Yes","Several times per year","No",0.634,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1580",1010601,1753,"Kearney Area Solid Waste Agency Landfill","NE","Kearney LF #2","6711 W 56th Street","Kearney","Buffalo","68845",40.73,-99.176,"No","Public","City of Kearney, NE","City of Kearney, NE",1994,2031,"Open",160,NA,NA,NA,2509458,1020870,2016,51119,2016,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1581",NA,1761,"Kearney LF #1","NE",NA,NA,"Kearney","Buffalo","68847",NA,NA,"No","Public","City of Kearney, NE","City of Kearney, NE",1984,1993,"Closed",54,NA,NA,NA,NA,260000,NA,26000,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1582",1005097,1748,"L.P. Gill LF","NE",NA,"1402 Highway 20","Jackson","Dakota","68743",42.47269,-96.61456,"No","Private","L.P. Gill","L.P. Gill",1981,2032,"Open",NA,70.4,90,NA,12727177,6318657,2021,263172,2021,"No","Not used","No",1.96,"Yes",0.849,2021,56,"Yes",1,0.235,2021,"1/08-39 gas wells over 30 acres, 70-100 ft deep.; 9/10-GCCS installed in late 2007, 42 wells.; 2012-55 wells, system capacity=4000 acfm."
"1583",1010769,20708,"Lexington Area Solid Waste Agency Landfill","NE",NA,"76460 NE-21","Lexington","Dawson","68850",40.915,-99.75,"No","Public","Lexington Area Solid Waste Agency, NE",NA,1997,2041,"Open",NA,14.9,NA,NA,2120547,944883,2021,51393,2021,"No","Not used","No",0.297,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1584",NA,21154,"Loup Central Landfill","NE",NA,"1552 Highway 11","Elba","Howard","68835",41.259561,-98.54953,"No","Private","Loup Central Landfill Association",NA,NA,NA,"Open",NA,NA,NA,NA,NA,NA,NA,12909,2012,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"1585",NA,1755,"Nebraska Ecology Systems, Incorporated Landfill","NE","NE Systems, Incorporated","Road 4
8 miles W of Geneva","Geneva","Fillmore","68361",40.516,-97.765,"No","Private","Waste Connections Inc. - Central Region","Nebraska Ecology Systems, Incorporated",NA,NA,"Open",20,NA,NA,NA,NA,NA,NA,9311,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1586",1007546,1756,"NNSWC LF","NE","Northeast Nebraska Solid Waste Coalition Landfill","57220 825th Road","Clarkson","Stanton","68629",41.786,-97.092,"No","Public","Northeast Nebraska Solid Waste Coalition","Waste Connections Inc. - Central Region",1995,2042,"Open",74,44.2,NA,NA,4079250,2427724,2021,121068,2021,"Yes","Several times per year","No",0.675,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1587",1007970,20789,"North 48th Street Landfill","NE",NA,"5101 N. 48th Street","Lincoln","Lancaster","68504",40.867,-96.65333,"No","Public","City of Lincoln, NE",NA,1956,1990,"Closed",NA,NA,NA,NA,7541602,6815592,1990,200653,1990,"No","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1588",NA,1762,"North Platte Disposal Area LF","NE",NA,"W. South River Road","North Platte","Lincoln","69101",41.11578,-100.80572,"No","Public","City of North Platte, NE","City of North Platte, NE",1971,1993,"Closed",NA,NA,NA,NA,NA,407491,NA,17717,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"1589",NA,1763,"Otoe County LF","NE",NA,"2524 N. 22nd Street","Nebraska City","Otoe","68410",40.704744,-95.873336,"No","Public","Otoe County","Otoe County LF",1968,1994,"Closed",NA,NA,NA,NA,NA,218822,NA,3875,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
