"","X","LEA_NAME","SCH_NAME","isCHARTER","magnetSchoolStatus","city","MEMBER","zip","PctFreeLunch","SCH_TYPE_TEXT","TOTFRL","Census_AttainDiplomHigher","Census_LangHomeNotEnglish","Census_Pop25older","Census_TotalHouseholds","LAT","LON","AttendRate","PctProfELA","raceWHITE","numberHispanic","LEAID","NCESSCH"
"274",274,"Graystone Academy CS","Graystone Academy CS","Yes",NA,"Coatesville",NA,19320,"?","Regular School",NA,NA,NA,NA,NA,39.973048,-75.81353,NA,NA,NA,NA,4200102,420010200664
"275",275,"Lackawanna Trail SD","Lackawanna Trail JSHS","No","No","Factoryville",479,18419,"40.083507306889302","Regular School",192,5574,237,5925,3285,41.588382,-75.810612,93.11,65.71,454,1,4212990,421299004528
"276",276,"Susquenita SD","Susquenita HS","No","No","Duncannon",526,17020,"28.326996197718632","Regular School",149,9759,547,10747,5957,40.354815,-76.999973,92.64,82.73,493,0,4223040,422304003589
"277",277,"Cheltenham Township SD","Elkins Park Sch","No","No","Elkins Park",682,19027,"32.258064516129032","Regular School",220,23992,5747,25133,14349,40.068979,-75.113158,96.54,63.17,239,0,4205760,420576003257
"278",278,"Philadelphia City SD","Fels Samuel HS","No","No","Philadelphia",987,19111,"100","Regular School",987,855213,325401,1035252,582594,40.032196,-75.094303,83.08,24.48,32,1,4218990,421899003816
"279",279,"Palmerton Area SD","Palmerton Area HS","No","No","Palmerton",451,18071,"29.26829268292683","Regular School",132,9036,669,10494,5554,40.812049,-75.607638,92.49,86.79,424,0,4218360,421836004734
"280",280,"Springfield Township SD","Springfield Twp HS","No","No","Erdenheim",646,19038,"19.040247678018499","Regular School",123,13021,1778,13820,7419,40.102815,-75.19718,95.05,82.22,449,0,4222620,422262003376
"281",281,"Shamokin Area SD","Shamokin Area El Sch","No","No","Coal Township",882,17866,"75.963718820861672","Regular School",670,12569,739,15289,8093,40.78063,-76.58332,90.76,52.88,774,0,4221240,422124007009
"282",282,"Downingtown Area SD","Marsh Creek Sixth Grade Center","No","No","Downingtown",985,19335,"11.1675126903553","Regular School",110,46615,7494,48151,25390,40.055636,-75.70216,NA,NA,754,0,4207710,420771007539
"283",283,"Tredyffrin-Easttown SD","Beaumont El Sch","No","No","Devon",401,19333,"6.7331670822942602","Regular School",27,27390,5536,27926,15829,40.023872,-75.42808,96.22,94.12,280,1,4223640,422364004690
"284",284,"Marple Newtown SD","Marple Newtown SHS","No","No","Newtown Square",1165,19073,"13.819742489270386","Regular School",161,24988,5021,26581,13237,39.980125,-75.385785,96.75,87.55,1006,3,4214760,421476001902
"285",285,"Pleasant Valley SD","Pleasant Valley El Sch","No","No","Kunkletown",1220,18058,"43.032786885245898","Regular School",525,21901,2594,24368,11765,40.912034,-75.479588,NA,NA,943,0,4219290,421929000163
"286",286,"Hempfield  SD","East Petersburg El Sch","No","No","East Petersburg",486,17520,"46.707818930041149","Regular School",227,31594,3969,33613,19006,40.095448,-76.356679,96.44,71.23,326,0,4211790,421179002574
"287",287,"Chester-Upland SD","Stetser El Sch","No","No","Chester",244,19013,"100","Regular School",244,19804,4434,24842,14312,39.864113,-75.357507,89.71,41.74,3,0,4205860,420586001829
"288",288,"Reading SD","Tenth & Green El Sch","No","No","Reading",747,19604,"100","Regular School",747,32672,43160,49945,29019,40.342525,-75.918258,95.35,21.79,32,0,4220040,422004005026
"289",289,"Philadelphia City SD","The Workshop School","No","Yes","Philadelphia",192,19139,"100","Regular School",192,855213,325401,1035252,582594,39.95584,-75.218491,NA,NA,2,0,4218990,421899007548
"290",290,"Philadelphia City SD","Dobbins AVT HS","No","No","Philadelphia",593,19132,"100","Vocational Education School",593,855213,325401,1035252,582594,39.995036,-75.166866,82.84,13.54,2,0,4218990,421899003841
"291",291,"Delaware County Technical High School","Delaware County Technical High School-Fo","No","No","Folcroft",0,19032,"?","Vocational Education School",0,NA,NA,NA,NA,39.893147,-75.275975,NA,NA,0,0,4280200,428020007062
"292",292,"Philadelphia City SD","Greenberg Joseph Sch","No","No","Philadelphia",736,19115,"100","Regular School",736,855213,325401,1035252,582594,40.095408,-75.056977,96.42,78.15,360,0,4218990,421899004726
"293",293,"Hanover Area SD","Hanover Green El Sch","No","No","Hanover Township",295,18706,"100","Regular School",295,9900,517,10862,6544,41.21914,-75.949341,NA,NA,205,0,4211420,421142007403
"294",294,"ASPIRA Bilingual Cyber Charter School","ASPIRA Bilingual Cyber Charter School","Yes","No","Philadelphia",196,19140,"-0.51020408163265307","Regular School",-1,NA,NA,NA,NA,40.01714,-75.134891,NA,NA,0,0,4200835,420083507354
"295",295,"Scranton SD","West Scranton Intrmd Sch","No","No","Scranton",706,18504,"77.478753541076486","Regular School",547,42320,11668,49874,28984,41.421116,-75.695817,93.86,59.52,462,2,4221090,422109006791
"296",296,"Wyoming Valley West SD","Chester Street El Sch","No","No","Kingston",177,18704,"44.632768361581924","Regular School",79,28267,1813,30807,18335,41.2744,-75.8927,93.46,75,149,0,4225950,422595006392
"297",297,"Northern Lehigh SD","Northern Lehigh SHS","No","No","Slatington",546,18080,"37.912087912087912","Regular School",207,8425,569,9415,5386,40.761375,-75.612849,94.08,68.46,461,0,4217670,421767002818
"298",298,"Upper Dublin SD","Upper Dublin HS","No","No","Fort Washington",1467,19034,"16.428084526244","Regular School",241,17682,3101,18258,9441,40.154348,-75.198675,95.86,86.68,1096,0,4224390,422439005078
"299",299,"Allentown City SD","Hiram W Dodd El Sch","No","No","Allentown",648,18103,"61.882716049382701","Regular School",401,55393,48180,71168,40221,40.57855,-75.462019,95.04,52.98,68,2,4202280,420228002768
"300",300,"Coatesville Area SD","South Brandywine MS","No","No","East Fallowfield",632,19320,"57.436708860759403","Regular School",363,39101,6662,43528,23329,39.951945,-75.843467,90.38,46.42,298,0,4206240,420624006474
"301",301,"Bangor Area SD","Five Points El Sch","No","No","Bangor",507,18013,"30.57199211045365","Regular School",155,14496,1149,16318,8446,40.877667,-75.151282,94.77,71.88,458,0,4203000,420300005099
"302",302,"Penn Manor SD","Marticville MS","No","No","Pequea",323,17565,"32.198142414860683","Regular School",104,25030,2625,27683,16083,39.92706,-76.30985,95.43,71.03,295,0,4218630,421863005238
"303",303,"Lewisburg Area SD","Lewisburg HS","No","No","Lewisburg",620,17837,"22.419354838709676","Regular School",139,10009,1541,11681,6067,40.960149,-76.891238,95.1,89.41,513,0,4213590,421359004085
"304",304,"East Lycoming SD","George A Ferrell El Sch","No","No","Picture Rocks",153,17762,"32.026143790849673","Regular School",49,6677,148,7464,4133,41.28132,-76.71865,96.54,82.93,152,0,4208490,420849003018
"305",305,"Imani Education Circle CS","Imani Educationl Circle CS","Yes","No","Philadelphia",435,19144,"-0.229885057471264","Regular School",-1,NA,NA,NA,NA,40.033684,-75.176513,NA,NA,0,0,4200054,420005400494
"306",306,"Philadelphia City SD","Meredith William M Sch","No","No","Philadelphia",578,19147,"100","Regular School",578,855213,325401,1035252,582594,39.939705,-75.150922,96.15,83.66,354,0,4218990,421899003649
"307",307,"Lakeland SD","Mayfield El Sch","No","No","Mayfield",315,18433,"53.650793650793652","Regular School",169,8578,459,9279,4961,41.543356,-75.533471,NA,NA,286,1,4213050,421305007171
"308",308,"Mastery CS-Shoemaker Campus","Mastery CS -Shoemaker Campus","Yes","No","Philadelphia",743,19144,"100","Regular School",743,NA,NA,NA,NA,39.976091,-75.228551,NA,NA,1,0,4200145,420014500944
"309",309,"Philadelphia City SD","Southwark Sch","No","No","Philadelphia",692,19148,"100","Regular School",692,855213,325401,1035252,582594,39.925991,-75.160393,93.5,30.05,56,1,4218990,421899003654
"310",310,"Dover Area SD","Dover Area HS","No","No","Dover",944,17315,"34.322033898305087","Regular School",324,16416,692,18454,10230,39.998501,-76.852483,92.91,64.62,831,0,4207680,420768004558
"311",311,"Vitalistic Therapeutic CS of the Lehigh Valley","Vitalistic Therapeutic CS of the Lehigh","Yes",NA,"Bethlehem",NA,18018,"?","Regular School",NA,NA,NA,NA,NA,40.626618,-75.38914,NA,NA,NA,NA,4200083,420008300579
"312",312,"Central Bucks SD","Pine Run El Sch","No","No","New Britain",476,18901,"9.6638655462184868","Regular School",46,76834,10617,80091,41650,40.295071,-75.19535,96.55,89.34,411,1,4205310,420531005306
"313",313,"Lake-Lehman SD","Ross El Sch","No","No","Sweet Valley",211,18656,"30.805687203791468","Regular School",65,11745,931,13065,5780,41.2854,-76.1402,94.52,62.02,204,0,4213020,421302002920
"314",314,"Boyertown Area SD","Boyertown Area JHS-East","No","No","Gilbertsville",838,19525,"17.303102625298301","Regular School",145,31489,1225,34328,18524,40.314322,-75.578509,95.88,78.21,776,0,4203960,420396006804
"315",315,"West Shore SD","Rossmoyne El Sch","No","No","Mechanicsburg",203,17055,"32.019704433497537","Regular School",65,42811,3649,46289,25464,40.202454,-76.952733,95.94,64.77,153,0,4225830,422583001738
"316",316,"Upper Merion Area SD","Upper Merion HS","No","No","King of Prussia",1142,19406,"33.800350262697023","Regular School",386,24198,7080,25668,14732,40.097715,-75.381485,95.21,79.92,700,18,4224480,422448003395
"317",317,"Philadelphia City SD","Penn Treaty Sch","No","No","Philadelphia",488,19125,"100","Regular School",488,855213,325401,1035252,582594,39.97276,-75.127431,NA,NA,169,0,4218990,421899007502
"318",318,"Philadelphia City SD","Mayfair Sch","No","No","Philadelphia",1233,19149,"100","Regular School",1233,855213,325401,1035252,582594,40.039292,-75.051877,93.4,51.39,431,1,4218990,421899003769
"319",319,"Twin Valley SD","Twin Valley HS","No","No","Elverson",1066,19520,"28.048780487804876","Regular School",299,15147,1766,16813,8850,40.162335,-75.855896,NA,NA,982,0,4224000,422400000873
"320",320,"Esperanza Academy Charter School","Esperanza Academy Charter School","Yes","No","Philadelphia",1421,19140,"92.188599577762105","Regular School",1310,NA,NA,NA,NA,40.015064,-75.133174,NA,NA,1,0,4200076,420007600552
"321",321,"Philadelphia City SD","Ziegler William H Sch","No","No","Philadelphia",534,19149,"100","Regular School",534,855213,325401,1035252,582594,40.030214,-75.075268,NA,NA,37,0,4218990,421899003754
"322",322,"Philadelphia City SD","Morris Robert Sch","No","No","Philadelphia",347,19121,"100","Regular School",347,855213,325401,1035252,582594,39.975524,-75.178769,92.04,23.7,4,0,4218990,421899004868
"323",323,"Philadelphia City SD","Childs George W Sch","No","No","Philadelphia",627,19146,"100","Regular School",627,855213,325401,1035252,582594,39.934544,-75.170699,93.38,34.37,10,1,4218990,421899003622
"324",324,"Lampeter-Strasburg SD","Martin Meylin MS","No","No","Lampeter",722,17537,"27.8393351800554","Regular School",201,14978,1955,16485,8870,39.995403,-76.234072,95.86,74.23,624,1,4213110,421311006297
"325",325,"Wilkes-Barre Area SD","Solomon/Plains El Sch","No","No","Plains",869,18705,"100","Regular School",869,34249,7130,39729,23215,41.271668,-75.8499,NA,NA,698,1,4226300,422630000294
"326",326,"John B Stetson Charter School","John B. Stetson Charter School","Yes","No","Philadelphia",859,19140,"100","Regular School",859,NA,NA,NA,NA,39.998146,-75.125378,NA,NA,10,0,4200839,420083907353
"327",327,"North Pocono SD","North Pocono HS","No","No","Covington Twp",959,18444,"30.3441084462982","Regular School",291,13907,806,15083,7957,41.308236,-75.506352,91.93,87.96,922,0,4217310,421731002446
"328",328,"Philadelphia City SD","Paul Robeson HS for Human Services","No","Yes","Philadelphia",287,19104,"100","Regular School",287,855213,325401,1035252,582594,39.956753,-75.204812,NA,NA,3,0,4218990,421899000765
"329",329,"Daniel Boone Area SD","Amity El Ctr","No","No","Douglassville",622,19518,"11.254019292604502","Regular School",70,13430,1158,14645,7952,40.298107,-75.734604,NA,NA,541,2,4207290,420729007519
"330",330,"Northeastern York SD","Northeastern SHS","No","No","Manchester",1031,17345,"37.342386032977693","Regular School",385,14414,1394,16488,9009,40.065152,-76.71524,94.47,84.79,822,1,4217520,421752004577
"331",331,"Council Rock SD","Rolling Hills El Sch","No","No","Holland",431,18966,"16.473317865429198","Regular School",71,49287,8984,50630,26086,40.206109,-74.968351,96.21,74.39,380,0,4206960,420696005308
"332",332,"The Philadelphia CS for Arts and Sciences at HR Edmunds","The Philadelphia CS for Arts and Science","Yes","No","Philadelphia",988,19124,"85.121457489878495","Regular School",841,NA,NA,NA,NA,40.025114,-75.086986,NA,NA,56,1,4200863,420086307473
"333",333,"Pittston Area SD","Pittston Area Pri Ctr","No","No","Pittston",499,18640,"51.703406813627197","Regular School",258,18576,957,20638,11718,41.324825,-75.764791,NA,NA,426,2,4219200,421920000666
"334",334,"Philadelphia City SD","Powel Samuel Sch","No","No","Philadelphia",286,19104,"100","Regular School",286,855213,325401,1035252,582594,39.960257,-75.193617,94.87,48.57,27,0,4218990,421899003783
"335",335,"Philadelphia City SD","Mifflin Thomas Sch","No","No","Philadelphia",321,19129,"100","Regular School",321,855213,325401,1035252,582594,40.01338,-75.191711,93.83,30.43,28,0,4218990,421899003720
"336",336,"Elk Lake SD","Elk Lake El Sch","No","No","Springville",653,18844,"49.157733537519142","Regular School",321,4698,99,5385,2976,41.738749,-75.957623,94.15,63.49,611,0,4209150,420915006417
"337",337,"Abington SD","Abington SHS","No","No","Abington",1776,19001,"19.707207207207208","Regular School",350,39062,6333,41165,22024,40.112119,-75.131815,91.88,90.73,1126,0,4202040,420204003241
"338",338,"Parkland SD","Ironton Sch","No","No","Coplay",361,18037,"23.545706371191098","Regular School",85,41161,8298,43821,23434,40.66599,-75.563551,95.82,80.85,293,0,4218510,421851002823
"339",339,"Oxford Area SD","Nottingham Sch","No","No","Oxford",565,19363,"49.73451327433628","Regular School",281,12899,3730,15418,8130,39.778819,-75.968951,95.93,55.97,361,1,4218300,421830006623
"340",340,"Exeter Township SD","Lorane El Sch","No","No","Reading",444,19606,"36.261261261261261","Regular School",161,18141,1534,19675,10429,40.291831,-75.853101,NA,NA,349,0,4209480,420948000786
"341",341,"Chester County Technical College High School","Chester Cty Tech Col HS Brandywine Campus","No","No","Downingtown",0,19335,"?","Vocational Education School",0,NA,NA,NA,NA,40.004034,-75.683713,NA,NA,0,0,4202900,420290000011
"342",342,"Spring Grove Area SD","Spring Grove Area Intrmd Sch","No","No","Spring Grove",623,17362,"35.634028892455859","Regular School",222,17681,696,19932,10473,39.886699,-76.869304,95.85,71.89,549,0,4222590,422259004622
"343",343,"Bethlehem Area SD","Lincoln El Sch","No","No","Bethlehem",330,18017,"80.303030303030198","Regular School",265,70992,23674,79240,44762,40.637649,-75.350732,96.19,43.31,91,0,4203570,420357003443
"344",344,"Philadelphia City SD","Welsh John Sch","No","No","Philadelphia",452,19133,"100","Regular School",452,855213,325401,1035252,582594,39.986713,-75.139303,92.17,21.26,2,0,4218990,421899003703
"345",345,"Hanover Public SD","Hanover MS","No","No","Hanover",506,17331,"58.102766798418969","Regular School",294,9209,1204,10778,6710,39.81952,-76.978775,95.6,60.23,376,0,4211450,421145004570
"346",346,"York City SD","William Penn SHS","No","No","York",1138,17403,"100","Regular School",1138,20108,9863,25649,16260,39.957759,-76.728864,86.16,41.18,123,1,4226820,422682004647
"347",347,"Blue Mountain SD","Blue Mountain El West Sch","No","No","Friedensburg",308,17933,"29.870129870129869","Regular School",92,13853,568,15166,8506,40.603711,-76.239333,95.07,79.07,282,0,4203870,420387003887
"348",348,"Colonial SD","Plymouth El Sch","No","No","Plymouth Meeting",533,19462,"28.517823639774861","Regular School",152,29837,3582,31439,17414,40.115741,-75.295315,96.81,83.1,357,2,4219470,421947004711
"349",349,"Pottstown SD","Rupert El Sch","No","No","Pottstown",394,19464,"100","Regular School",394,13209,1729,15372,9317,40.241128,-75.622503,94.56,49.63,171,0,4219680,421968003342
"350",350,"Centennial SD","Davis El Sch","No","No","Southampton",696,18966,"21.695402298850574","Regular School",151,32936,6562,36129,18927,40.18515,-75.040207,NA,NA,615,0,4205190,420519007451
"351",351,"Palmerton Area SD","Parkside Education Center","No","No","Palmerton",164,18071,"100","Regular School",164,9036,669,10494,5554,40.803295,-75.608583,NA,NA,155,0,4218360,421836006856
"352",352,"Spring-Ford Area SD","Royersford El Sch","No","No","Royersford",420,19468,"33.571428571428569","Regular School",141,31935,3916,33365,18307,40.184011,-75.534869,96.31,70,334,0,4222560,422256003364
"353",353,"Ephrata Area SD","Clay El Sch","No","No","Ephrata",461,17522,"36.008676789587852","Regular School",166,19351,3408,23366,13236,40.21973,-76.23732,96.7,74.21,378,2,4209270,420927002568
"354",354,"Allentown City SD","Union Terrace El Sch","No","No","Allentown",678,18104,"58.554572271386398","Regular School",397,55393,48180,71168,40221,40.593509,-75.495561,94.59,31.23,61,1,4202280,420228002785
"355",355,"Northampton Area SD","Northampton Area HS","No","No","Northampton",1759,18067,"26.435474701534901","Regular School",465,27541,2082,30492,16364,40.687976,-75.490188,94.2,80.66,1569,1,4217370,421737003505
"356",356,"Lehighton Area SD","Mahoning El Sch","No","No","Lehighton",214,18235,"51.401869158878498","Regular School",110,11345,473,12975,7081,40.814386,-75.769343,95.63,67.86,192,2,4213500,421350001311
"357",357,"Philadelphia City SD","Patterson John M Sch","No","No","Philadelphia",677,19142,"100","Regular School",677,855213,325401,1035252,582594,39.916191,-75.23671,93.81,22.77,8,0,4218990,421899003613
"358",358,"Philadelphia City SD","Marshall John Sch","No","No","Philadelphia",395,19124,"100","Regular School",395,855213,325401,1035252,582594,40.014649,-75.087508,87.33,16.46,21,0,4218990,421899003797
"359",359,"Chester-Upland SD","STEM at Showalter","No","No","Chester",530,19013,"100","Regular School",530,19804,4434,24842,14312,39.847208,-75.377276,NA,NA,5,0,4205860,420586007499
"360",360,"Warwick SD","John R Bonfield El Sch","No","No","Lititz",536,17543,"33.022388059701491","Regular School",177,19858,2413,21815,11919,40.157528,-76.288988,NA,NA,444,2,4224960,422496000120
"361",361,"Annville-Cleona SD","Annville-Cleona MS","No","No","Annville",224,17003,"26.785714285714285","Regular School",60,6742,656,7671,4338,40.32364,-76.507871,NA,NA,199,0,4202490,420249007417
"362",362,"Lower Merion SD","Lower Merion HS","No","No","Ardmore",1440,19003,"13.958333333333334","Regular School",201,41799,9191,42890,24401,40.008803,-75.281535,94,90.17,1022,0,4214160,421416003295
"363",363,"Bethlehem Area SD","Hanover El Sch","No","No","Bethlehem",236,18017,"18.220338983050802","Regular School",43,70992,23674,79240,44762,40.668441,-75.402676,97.6,83.21,171,1,4203570,420357003459
"364",364,"Radnor Township SD","Ithan El Sch","No","No","Bryn Mawr",439,19010,"7.0615034168564916","Regular School",31,15916,4188,16327,9591,40.007937,-75.362424,96.94,91.5,268,0,4219920,421992006510
"365",365,"Solanco SD","Smith MS","No","No","Quarryville",386,17566,"43.782383419689118","Regular School",169,16052,6082,20529,10960,39.895253,-76.147453,95.49,60.96,327,0,4221810,422181002657
"366",366,"Dauphin County Technical School","Dauphin County Technical School","No","No","Harrisburg",990,17109,"54.141414141414138","Vocational Education School",536,NA,NA,NA,NA,40.29439,-76.78186,93.94,56.85,496,2,4207385,420738505278
"367",367,"Susquehanna Community SD","Susquehanna Community JSHS","No","No","Susquehanna",318,18847,"53.144654088050302","Regular School",169,3095,135,3575,2045,41.949996,-75.590608,94.71,66.87,309,1,4222980,422298004054
"368",368,"Pleasant Valley SD","Pleasant Valley MS","No","No","Brodheadsville",784,18322,"42.857142857142797","Regular School",336,21901,2594,24368,11765,40.924709,-75.40824,NA,NA,593,4,4219290,421929007297
"369",369,"Abington SD","Abington JHS","No","No","Abington",1790,19001,"20.279329608938546","Regular School",363,39062,6333,41165,22024,40.115613,-75.12958,94.97,75.24,1152,3,4202040,420204003242
"370",370,"Russell Byers CS","Russell Byers CS","Yes","No","Philadelphia",477,19103,"96.64570230607967","Regular School",461,NA,NA,NA,NA,39.963369,-75.171373,NA,NA,45,0,4200092,420009200577
"371",371,"Eastern York SD","Eastern York HS","No","No","Wrightsville",671,17368,"37.555886736214603","Regular School",252,12428,569,14478,7953,39.99712,-76.539101,94.01,86.3,611,1,4208790,420879004564
"372",372,"Upper Perkiomen SD","Hereford El Sch","No","No","Hereford",870,18056,"31.379310344827587","Regular School",273,14652,558,15874,8588,40.4389,-75.548882,NA,NA,775,1,4224540,422454007246
"373",373,"Philadelphia City SD","Key Francis Scott Sch","No","No","Philadelphia",498,19148,"100","Regular School",498,855213,325401,1035252,582594,39.920991,-75.160571,NA,NA,82,0,4218990,421899003646
"374",374,"York Suburban SD","Indian Rock El Sch","No","No","York",330,17403,"34.242424242424242","Regular School",113,13222,2016,14461,7885,39.936304,-76.751202,96.46,83.33,253,0,4226850,422685006688
"375",375,"Interboro SD","Interboro SHS","No","No","Prospect Park",1144,19076,"44.930069930069934","Regular School",514,15074,1266,16467,8980,39.893368,-75.305462,87.52,78.23,963,1,4212170,421217001885
"376",376,"Middletown Area SD","Kunkel El Sch","No","No","Middletown",448,17057,"39.285714285714285","Regular School",176,11068,1146,12614,7696,40.22658,-76.77487,95.44,71.36,313,0,4215240,421524001788
"377",377,"West Chester Area SD","East Bradford El Sch","No","No","West Chester",404,19380,"15.841584158415801","Regular School",64,69341,10378,72305,41059,39.969274,-75.641135,96.92,82.97,335,1,4225290,422529001392
"378",378,"Athens Area SD","SRU El Sch","No","No","East Smithfield",361,18817,"60.387811634349028","Regular School",218,9471,229,10517,5898,41.860594,-76.625434,NA,NA,356,0,4202670,420267007453
"379",379,"East Stroudsburg Area SD","East Stroudsburg SHS North","No","No","Dingmans Ferry",1054,18328,"50.569259962049301","Regular School",533,27149,8682,30613,16025,41.17768,-75.01802,NA,NA,417,0,4208670,420867000518
"380",380,"Centennial SD","Log College MS","No","No","Warminster",733,18974,"35.1978171896316","Regular School",258,32936,6562,36129,18927,40.214044,-75.105383,NA,NA,580,1,4205190,420519009938
"381",381,"Conrad Weiser Area SD","Conrad Weiser West El Sch","No","No","Womelsdorf",464,19567,"37.71551724137931","Regular School",175,12041,1555,13549,7018,40.365283,-76.188948,95.69,59.9,401,0,4206780,420678005203
"382",382,"Wallingford-Swarthmore SD","Nether Providence El Sch","No","No","Wallingford",502,19086,"18.924302788844599","Regular School",95,13746,2410,14176,7622,39.882089,-75.373498,96.42,84.64,347,1,4224790,422479001905
"383",383,"Tamaqua Area SD","Tamaqua El Sch","No","No","Tamaqua",680,18252,"46.029411764705884","Regular School",313,10503,508,11892,6757,40.80306,-75.974662,94.99,61.68,621,0,4223220,422322007031
"384",384,"Ridley SD","Woodlyn El Sch","No","No","Woodlyn",298,19094,"69.127516778523486","Regular School",206,26328,3136,28613,15523,39.877053,-75.342373,95.66,61.04,148,0,4220370,422037001932
"385",385,"Wallenpaupack Area SD","Wallenpaupack North Intrmd Sch","No","No","Hawley",492,18428,"56.097560975609703","Regular School",276,17468,1750,18875,10376,41.455785,-75.17458,NA,NA,433,2,4224750,422475007248
"386",386,"Northern Lehigh SD","Slatington El Sch","No","No","Slatington",474,18080,"47.046413502109701","Regular School",223,8425,569,9415,5386,40.766069,-75.615463,95.41,61.42,406,1,4217670,421767006727
"387",387,"Rose Tree Media SD","Media El Sch","No","No","Media",452,19063,"15.265486725663717","Regular School",69,25431,3248,26143,14363,39.917995,-75.3868,96.88,87.95,351,0,4220550,422055006514
"388",388,"Roberto Clemente CS","Roberto Clemente CS","Yes","No","Allentown",288,18102,"100","Regular School",288,NA,NA,NA,NA,40.601473,-75.464345,NA,NA,3,0,4200068,420006800508
"389",389,"Eastern Lancaster County SD","Brecknock El Sch","No","No","Denver",427,17517,"41.217798594847778","Regular School",176,14933,8076,20802,10967,40.195978,-76.033631,95.79,64.84,346,0,4208820,420882002500
"390",390,"Morrisville Borough SD","Morrisville HS","No","No","Morrisville",216,19067,"60.185185185185183","Regular School",130,5555,1461,6014,3389,40.20883,-74.789061,NA,NA,79,0,4215900,421590007315
"391",391,"Lackawanna Trail SD","Lackawanna Trail El Ctr","No","No","Factoryville",536,18419,"42.537313432835802","Regular School",228,5574,237,5925,3285,41.56688,-75.786081,95.1,68.54,509,1,4212990,421299004524
"392",392,"Jenkintown SD","Jenkintown Middle/High School","No","No","Jenkintown",303,19046,"13.531353135313532","Regular School",41,3056,460,3101,1947,40.095452,-75.133308,NA,NA,232,0,4212420,421242007327
"393",393,"York Suburban SD","Yorkshire El Sch","No","No","York",313,17402,"37.060702875399357","Regular School",116,13222,2016,14461,7885,39.9743,-76.666151,NA,NA,217,0,4226850,422685007416
"394",394,"Penn Manor SD","Letort El Sch","No","No","Washington Boro",293,17582,"24.914675767918087","Regular School",73,25030,2625,27683,16083,39.985126,-76.397805,96.75,81.18,264,0,4218630,421863002627
"395",395,"New Hope-Solebury SD","New Hope-Solebury Upper El Sch","No","No","New Hope",296,18938,"7.7702702702702702","Regular School",23,8217,920,8321,4707,40.367727,-74.959093,NA,NA,236,2,4216860,421686000851
"396",396,"Pennridge SD","Pennridge North MS","No","No","Perkasie",615,18944,"17.0731707317073","Regular School",105,32011,3206,34300,18506,40.389807,-75.271246,NA,NA,552,1,4218750,421875006093
"397",397,"Abington SD","Overlook Sch","No","No","Abington",542,19001,"29.520295202952031","Regular School",160,39062,6333,41165,22024,40.123284,-75.123634,96.74,77.4,297,0,4202040,420204003232
"398",398,"Southeast Delco SD","Southeast Delco Kindergarten Center","No","No","Glenolden",301,19036,"78.405315614617933","Regular School",236,18555,2589,20235,11189,39.911826,-75.296391,NA,NA,53,0,4222400,422240006023
"399",399,"Council Rock SD","Goodnoe El Sch","No","No","Newtown",783,18940,"6.6411238825031926","Regular School",52,49287,8984,50630,26086,40.234092,-74.925894,96.58,88.4,655,0,4206960,420696001086
"400",400,"Conrad Weiser Area SD","Conrad Weiser East El Sch","No","No","Wernersville",467,19565,"22.483940042826553","Regular School",105,12041,1555,13549,7018,40.329854,-76.086295,NA,NA,362,0,4206780,420678009944
"401",401,"Eastern Lancaster County SD","Blue Ball El Sch","No","No","East Earl",615,17519,"41.626016260162601","Regular School",256,14933,8076,20802,10967,40.115725,-76.044271,95.43,67.26,525,2,4208820,420882002552
"402",402,"Bristol Township SD","Fitch El Sch","No","No","Levittown",350,19055,"59.428571428571402","Regular School",208,32835,6020,37338,19440,40.14632,-74.83229,NA,NA,233,0,4204230,420423001018
"403",403,"Central Bucks SD","Titus El Sch","No","No","Warrington",637,18976,"10.9890109890109","Regular School",70,76834,10617,80091,41650,40.240528,-75.138879,96.88,87.6,487,0,4205310,420531001131
"404",404,"North Pocono SD","North Pocono HS","No","No","Covington Twp",959,18444,"30.344108446298229","Regular School",291,13907,806,15083,7957,41.308236,-75.506352,91.93,87.96,922,0,4217310,421731002446
"405",405,"Philadelphia City SD","Arthur Chester A Sch","No","No","Philadelphia",251,19146,"100","Regular School",251,855213,325401,1035252,582594,39.941875,-75.176077,92.97,41.09,16,0,4218990,421899003805
"406",406,"Downingtown Area SD","Marsh Creek Sixth Grade Center","No","No","Downingtown",985,19335,"11.167512690355331","Regular School",110,46615,7494,48151,25390,40.055636,-75.70216,NA,NA,754,0,4207710,420771007539
"407",407,"Mifflinburg Area SD","Mifflinburg Area Intrmd Sch","No","No","Mifflinburg",449,17844,"40.979955456570153","Regular School",184,9450,1301,11358,6302,40.92045,-77.02859,NA,NA,420,0,4226010,422601000998
"408",408,"Solanco SD","Bart-Colerain El Sch","No","No","Christiana",265,17509,"38.867924528301884","Regular School",103,16052,6082,20529,10960,39.89157,-76.06783,95.92,79.41,242,0,4221810,422181002656
"409",409,"Souderton Area SD","E M Crouthamel El Sch","No","No","Souderton",387,18964,"45.4780361757105","Regular School",176,29640,4575,32059,16928,40.31228,-75.31081,94.55,56.76,253,1,4221870,422187003357
"410",410,"Wilkes-Barre Area CTC","Wilkes-Barre Area CTC","No","No","Wilkes-Barre",0,18705,"?","Vocational Education School",0,NA,NA,NA,NA,41.262051,-75.81037,NA,NA,0,0,4280300,428030007077
