AUN,SchoolNumber,aun2,LEAName,SchoolName,ReadingPctProf1314,EconDisadv,DataElement.1,DataElement.2,DataElement.3,DataElement.4,DataElement.5,DataElement.6,DataElement.7,DataElement.8,Attendance1314,GradRate1314,Academic1314,Grade3Read1314,MathPctProf1314,Reading1314,SciBio1314,NumBlack,DropRate,PctELL,NumFemale,SURVYEAR,NCESSCH,STID,SEASCH,FIPST,LEAID,SCHNO,LEANM,SCHNAM,PHONE,MSTREE,MCITY,MSTATE,MZIP,MZIP4,LSTREE,LCITY,LSTATE,LZIP,LZIP4,TYPE,STATUS,UNION,ULOCAL,LATCOD,LONCOD,CONUM,CONAME,CDCODE,BIES,RECONSTY,RECONSTF,SMEMPUP,ISMEMPUP,SFTEPUP,ISFTEPUP,SFLE,ISFLE,SPFEMALE,ISPFEMALE,SPWHITE,ISPWHITE,SPELM,ISPELM,FTE,GSLO,GSHI,PKOFFRD,KGOFFRD,G01OFFRD,G02OFFRD,G03OFFRD,G04OFFRD,G05OFFRD,G06OFFRD,G07OFFRD,G08OFFRD,G09OFFRD,G10OFFRD,G11OFFRD,G12OFFRD,UGOFFRD,LEVEL,TITLEISTAT,TITLEI,STITLI,MAGNET,CHARTR,SHARED,FRELCH,REDLCH,TOTFRL,PK,AMPKM,AMPKF,ASPKM,ASPKF,HIPKM,HIPKF,BLPKM,BLPKF,WHPKM,WHPKF,HPPKM,HPPKF,TRPKM,TRPKF,KG,AMKGM,AMKGF,ASKGM,ASKGF,HIKGM,HIKGF,BLKGM,BLKGF,WHKGM,WHKGF,HPKGM,HPKGF,TRKGM,TRKGF,G01,AM01M,AM01F,AS01M,AS01F,HI01M,HI01F,BL01M,BL01F,WH01M,WH01F,HP01M,HP01F,TR01M,TR01F,G02,AM02M,AM02F,AS02M,AS02F,HI02M,HI02F,BL02M,BL02F,WH02M,WH02F,HP02M,HP02F,TR02M,TR02F,G03,AM03M,AM03F,AS03M,AS03F,HI03M,HI03F,BL03M,BL03F,WH03M,WH03F,HP03M,HP03F,TR03M,TR03F,G04,AM04M,AM04F,AS04M,AS04F,HI04M,HI04F,BL04M,BL04F,WH04M,WH04F,HP04M,HP04F,TR04M,TR04F,G05,AM05M,AM05F,AS05M,AS05F,HI05M,HI05F,BL05M,BL05F,WH05M,WH05F,HP05M,HP05F,TR05M,TR05F,G06,AM06M,AM06F,AS06M,AS06F,HI06M,HI06F,BL06M,BL06F,WH06M,WH06F,HP06M,HP06F,TR06M,TR06F,G07,AM07M,AM07F,AS07M,AS07F,HI07M,HI07F,BL07M,BL07F,WH07M,WH07F,HP07M,HP07F,TR07M,TR07F,G08,AM08M,AM08F,AS08M,AS08F,HI08M,HI08F,BL08M,BL08F,WH08M,WH08F,HP08M,HP08F,TR08M,TR08F,G09,AM09M,AM09F,AS09M,AS09F,HI09M,HI09F,BL09M,BL09F,WH09M,WH09F,HP09M,HP09F,TR09M,TR09F,G10,AM10M,AM10F,AS10M,AS10F,HI10M,HI10F,BL10M,BL10F,WH10M,WH10F,HP10M,HP10F,TR10M,TR10F,G11,AM11M,AM11F,AS11M,AS11F,HI11M,HI11F,BL11M,BL11F,WH11M,WH11F,HP11M,HP11F,TR11M,TR11F,G12,AM12M,AM12F,AS12M,AS12F,HI12M,HI12F,BL12M,BL12F,WH12M,WH12F,HP12M,HP12F,TR12M,TR12F,UG,AMUGM,AMUGF,ASUGM,ASUGF,HIUGM,HIUGF,BLUGM,BLUGF,WHUGM,WHUGF,HPUGM,HPUGF,TRUGM,TRUGF,MEMBER,AM,AMALM,AMALF,ASIAN,ASALM,ASALF,HISP,HIALM,HIALF,BLACK,BLALM,BLALF,WHITE,WHALM,WHALF,PACIFIC,HPALM,HPALF,TR,TRALM,TRALF,TOTETH,VIRTUALSTAT,NSLPSTATUS,CHARTAUTH1,CHARTAUTH2,list,schNames,cs,schSize,hs,poorest
113384603,6616,1133846036616,Lebanon SD,HARDING EL SCH, ,86.63,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,94.36,NA,65.8,64.28,51.6,51.6,60.67,8.29,Not Applicable,7.11,49.41,2013,421344006616,113384603,6616,42,4213440,06616,LEBANON SD,HARDING EL SCH,7172739391,622 CHESTNUT ST,LEBANON,PA,17042,5221,622 CHESTNUT ST,LEBANON,PA,17042,5221,1,1,000,13,40.338,-76.4213,42075,LEBANON COUNTY,4206,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,36.21,PK,05,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,5,1,1,2,2,2,480,32,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,1,4,55,46,6,7,24,29,0,0,0,2,92,0,0,0,0,26,16,5,4,15,21,0,0,2,3,90,0,0,0,2,22,28,5,2,19,10,0,0,0,2,61,0,0,0,0,15,18,2,1,11,14,0,0,0,0,94,0,0,1,0,33,26,3,6,10,13,0,0,2,0,80,1,0,1,0,25,19,6,2,9,17,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,591,1,1,0,9,3,6,329,176,153,49,27,22,192,88,104,0,0,0,11,4,7,591,VIRTUALNO,NSLPNO,N,N,0, ,0,3, ,1
115223050,7551,1152230507551,Sylvan Heights Science CS,SYLVAN HEIGHTS SCIENCE CS, ,86.57,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.85,NA,69.5,59.52,62.65,53.01,65.00,71.76,Not Applicable,0,50.93,2013,420002700366,115223050,7551,42,4200027,00366,SYLVAN HEIGHTS SCIENCE CS,SYLVAN HEIGHTS SCIENCE CS,7172329220,915 S 13TH STREET,HARRISBURG,PA,17104, ,915 SOUTH 13TH ST,HARRISBURG,PA,17104, ,1,1,000,13,40.2535,-76.864,42043,DAUPHIN COUNTY,4211,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,15,KG,04,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,5,1,1,2,1,2,173,9,182,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,44,0,0,0,1,5,4,13,18,0,0,0,0,0,3,44,0,0,0,0,5,3,19,12,0,1,0,0,3,1,43,0,0,0,0,2,5,16,19,0,0,0,0,0,1,43,0,0,0,0,8,1,16,15,0,0,0,0,1,2,42,0,0,0,0,4,7,11,16,0,0,0,0,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,216,0,0,0,1,0,1,44,24,20,155,75,80,1,0,1,0,0,0,15,7,8,216,VIRTUALNO,NSLPNO,115222752,M,0, ,1,1, ,1
118408852,2995,1184088522995,Wilkes-Barre Area SD,DODSON EL SCH, ,86.53,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,92.6,NA,68.1,36.06,46.22,41.33,63.79,23.56,Not Applicable,7.33,50.3,2013,422630002995,118408852,2995,42,4226300,02995,WILKES-BARRE AREA SD,DODSON EL SCH,5708267185,80 JONES ST,WILKES BARRE,PA,18702,4730,80 JONES ST,WILKES BARRE,PA,18702,4730,1,1,000,13,41.2316,-75.8946,42079,LUZERNE COUNTY,4217,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,36.2,KG,06,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,3,1,1,2,2,2,414,23,437,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,81,0,0,0,2,18,15,9,6,11,11,0,0,6,3,71,1,0,0,0,16,11,6,9,8,12,0,0,5,3,86,0,0,1,0,18,22,9,6,12,9,0,0,3,6,72,0,0,1,0,7,18,15,6,11,8,0,1,3,2,68,0,0,0,0,15,13,11,4,15,8,0,1,0,1,65,0,0,2,0,7,16,10,8,6,15,0,0,0,1,62,0,0,0,0,8,16,8,12,9,8,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,505,1,1,0,6,4,2,200,89,111,119,68,51,143,72,71,2,0,2,34,17,17,505,VIRTUALNO,NSLPNO,N,N,1,Dodson El Sch,0,3, ,1
118408852,5152,1184088525152,Wilkes-Barre Area SD,DANIEL J FLOOD EL SCH, ,86.5,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.16,NA,65.3,46.27,51.13,40,50.00,21.72,Not Applicable,8.21,50.91,2013,422630005152,118408852,5152,42,4226300,05152,WILKES-BARRE AREA SD,DANIEL J FLOOD EL SCH,5708267245,565 N WASHINGTON ST,WILKES BARRE,PA,18705,1632,565 NORTH WASHINGTON ST,WILKES BARRE,PA,18705,1632,1,1,000,13,41.2539,-75.8646,42079,LUZERNE COUNTY,4217,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,39.9,KG,06,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,3,1,1,2,2,2,436,38,474,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,85,0,0,0,0,9,20,12,10,12,14,0,0,3,5,86,0,0,1,0,19,17,10,11,14,12,0,0,2,0,77,0,0,0,0,18,15,10,4,11,12,0,0,0,7,80,0,0,0,0,17,20,5,8,11,16,0,0,2,1,76,0,0,0,0,19,9,11,9,20,6,0,0,2,0,73,0,0,0,0,11,16,8,9,9,12,0,0,4,4,71,0,0,1,0,9,17,6,6,12,18,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,548,0,0,0,2,2,0,216,102,114,119,62,57,179,89,90,0,0,0,32,14,18,548,VIRTUALNO,NSLPNO,N,N,1,Daniel J Flood El Sch,0,3, ,1
125231232,8302,1252312328302,Chester-Upland SD,TOBY FARMS INTERMEDIATE SCHOOL, ,86.44,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone, ,NA,43.0,33.33,22.33,24.08,10.85,89.96,0,4.4,46.83,2013,420586007510,125231232,8302,42,4205860,07510,CHESTER-UPLAND SD,TOBY FARMS INTERMEDIATE SCHOOL,6104473815,201 BRIDGEWATER ROAD,CHESTER TWP,PA,19045, ,201 BRIDGEWATER RD,CHESTER TWP,PA,19045, ,1,3,000,21,39.8568,-75.4128,42045,DELAWARE COUNTY,4201,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,16.6,03,08,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,5,1,1,2,2,2,470,7,477,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,33,0,0,0,0,1,1,17,14,0,0,0,0,0,0,47,0,0,0,0,2,1,26,18,0,0,0,0,0,0,59,0,0,0,0,1,0,28,29,1,0,0,0,0,0,126,0,0,0,0,7,2,62,52,2,1,0,0,0,0,170,0,0,0,0,7,9,73,74,5,2,0,0,0,0,133,0,0,0,0,8,4,59,59,3,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,568,0,0,0,0,0,0,43,26,17,511,265,246,14,11,3,0,0,0,0,0,0,568,VIRTUALNO,NSLPNO,N,N,0, ,0,3, ,1
108112502,5315,1081125025315,Greater Johnstown SD,EAST SIDE EL SCH, ,86.3,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,99.72,NA,55.2,47.92,51.09,43.44,60.18,29.78,Not Applicable,.4,48.75,2013,421095007120,108112502,5315,42,4210950,07120,GREATER JOHNSTOWN SD,EAST SIDE EL SCH,8145335551,220 MESSENGER ST,JOHNSTOWN,PA,15902,2125,220 MESSENGER ST,JOHNSTOWN,PA,15902,2125,1,1,000,23,40.3101,-78.9055,42021,CAMBRIA COUNTY,4212,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,49,PK,05,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,5,1,1,2,2,2,627,28,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,2,0,30,28,48,47,0,0,28,29,120,0,0,0,0,1,1,20,13,29,25,0,0,17,14,81,0,0,0,0,2,1,9,13,21,18,0,0,5,12,106,0,0,1,0,2,3,10,18,29,23,0,0,6,14,121,0,0,0,0,0,2,32,19,23,28,0,0,8,9,119,0,0,0,1,4,3,18,16,34,25,0,0,10,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,759,0,0,0,2,1,1,21,11,10,226,119,107,350,184,166,0,0,0,160,74,86,759,VIRTUALNO,NSLPNO,N,N,0, ,0,4, ,1
102023180,7577,1020231807577,Career Connections CHS,CAREER CONNECTIONS CHS,0,86.27,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,86.39,78.69,46.1,NA,30.77,33.33,2.94,79.83,2.9,0,56.22,2013,420004500411,102023180,7577,42,4200045,00411,CAREER CONNECTIONS CHS,CAREER CONNECTIONS CHS,4126821816,4412 BUTLER STREET,PITTSBURGH,PA,15201, ,4412 BUTLER ST,PITTSBURGH,PA,15201, ,1,1,000,11,40.4715,-79.9594,42003,ALLEGHENY COUNTY,4214,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,22,09,12,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,5,1,1,2,1,2,187,14,201,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,58,0,1,0,0,0,1,25,20,6,1,0,1,1,2,72,0,0,0,0,0,0,20,37,9,4,0,0,0,2,42,0,0,0,0,0,0,15,23,3,0,0,0,0,1,61,0,0,0,0,2,1,15,31,6,4,0,0,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,233,1,0,1,0,0,0,4,2,2,186,75,111,33,24,9,1,0,1,8,1,7,233,VIRTUALNO,NSLPNO,102027451,M,0, ,0,1,1,1
103020002,7772,1030200027772,Propel CS-Homestead,PROPEL CS-HOMESTEAD,0,86.14,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,92.37,83.33,64.4,47.62,51.88,53.75,35.00,86.96,0,0,52.97,2013,420011100749,103020002,7772,42,4200111,00749,PROPEL CS-HOMESTEAD,PROPEL CS-HOMESTEAD,4123237305,3447 EAST CARSON STREET,PITTSBURGH,PA,15203,1608,129 EAST 10TH AVE,HOMESTEAD,PA,15120,1608,1,1,000,21,40.4053,-79.9105,42003,ALLEGHENY COUNTY,4214,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,41.5,KG,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,1,1,2,1,2,482,40,522,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,42,0,0,0,0,0,0,20,18,2,0,0,0,0,2,41,0,0,0,0,0,3,17,20,0,0,0,0,0,1,45,0,0,0,0,1,0,17,17,3,1,0,0,3,3,43,0,0,0,0,1,0,20,17,0,0,0,0,3,2,49,0,0,0,0,0,0,21,22,0,0,0,0,3,3,50,0,0,0,0,0,0,17,26,0,1,0,0,3,3,46,0,0,0,0,0,0,24,17,1,0,0,0,2,2,45,0,0,0,0,0,0,26,18,0,0,0,0,1,0,47,0,0,0,0,0,0,16,25,1,0,0,0,2,3,47,0,0,0,0,0,0,17,25,1,0,0,0,2,2,52,0,0,0,0,0,0,15,29,2,2,0,0,0,4,54,1,0,0,0,1,0,18,28,2,0,0,0,0,4,45,0,0,0,0,0,0,18,19,3,2,0,0,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,606,1,1,0,0,0,0,6,3,3,527,246,281,21,15,6,0,0,0,51,20,31,606,VIRTUALNO,NSLPNO,103028833,M,0, ,1,3, ,1
105252602,2025,1052526022025,Erie City SD,WILSON MS, ,86.07,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,92.05,NA,58.7,NA,57.19,47.5,28.02,47.08,0,10.61,48.28,2013,420930002025,105252602,2025,42,4209300,02025,ERIE CITY SD,WOODROW WILSON MS,8148746600,718 E 28TH ST,ERIE,PA,16504,1207,718 EAST 28TH ST,ERIE,PA,16504,1207,1,1,000,12,42.1166,-80.0565,42049,ERIE COUNTY,4203,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,51.5,06,08,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,5,1,1,2,2,2,751,0,751,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,275,0,1,8,9,15,20,75,59,35,42,0,2,5,4,236,0,0,7,3,15,18,64,46,44,30,1,0,3,5,243,0,1,7,5,16,16,51,60,38,37,0,1,6,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,754,2,0,2,39,22,17,100,46,54,355,190,165,226,117,109,4,1,3,28,14,14,754,VIRTUALNO,NSLPPRO2,N,N,0, ,0,4, ,1
125239652,7020,1252396527020,William Penn SD,PARK LANE EL SCH, ,86.04,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.91,NA,72.1,33.33,37.76,32.65,61.36,96.19,Not Applicable,1.01,45.18,2013,422639007249,125239652,7020,42,4226390,07249,WILLIAM PENN SD,PARK LANE EL SCH,6105344880,1300 PARK LN,DARBY,PA,19023,1397,1300 PARK LN,DARBY,PA,19023,1397,1,1,000,21,39.9257,-75.2633,42045,DELAWARE COUNTY,4201,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,25.1,KG,06,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,5,1,1,2,2,2,327,12,339,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,59,0,0,0,0,0,0,35,20,3,0,0,0,0,1,56,0,0,0,0,1,0,27,28,0,0,0,0,0,0,68,0,0,0,0,0,2,37,27,1,1,0,0,0,0,47,0,0,0,0,0,0,22,24,0,1,0,0,0,0,51,0,0,1,0,0,0,33,17,0,0,0,0,0,0,60,0,0,0,0,0,1,23,35,1,0,0,0,0,0,53,0,0,0,0,0,0,30,21,2,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,394,0,0,0,1,1,0,4,1,3,379,207,172,9,7,2,0,0,0,1,0,1,394,VIRTUALNO,NSLPNO,N,N,0, ,0,2, ,1
