Date_Clean2,Address_Clean,Type_Clean1
5/22/15,4242 Carlisle Pike (PNC Bank) 17011,Counterfeit/Forgery
4/19/15,4401 Carlisle Pike (RYO) 17011,Burglary
7/10/15,4415 Carlisle Pike (Pizza Works) 17011,Burglary
3/16/16,4501 East Trindle Road (Sunoco) 17011,Theft of Services
6/24/15,4510 Marketplace Way (Giant) 17011,Access Device Fraud
3/12/15,4510 Marketplace Way (Giant) 17011,Prohibited Acts; Penalties
6/10/16,4510 Marketplace Way (Giant) 17011,Retail Theft 
11/16/15,4510 Marketplace Way (Giant) 17011,Theft by Unlawful Taking
3/31/15,4510 Marketplace Way (Giant) 17011,Theft by Unlawful Taking
9/20/16,4510 Marketplace Way (Giant) 17011,Theft by Unlawful Taking
9/16/16,4510 Marketplace Way (Giant) 17011,Theft by Unlawful Taking
9/14/15,4510 Marketplace Way (Giant) 17011,Theft by Unlawful Taking
9/4/15,4510 Marketplace Way (Giant) 17011,Theft from a Motor Vehicle
5/11/15,4510 Marketplace Way (Giant) 17011,Theft from a Motor Vehicle
4/19/15,4510 Marketplace Way (Giant) 17011,Unauthorized Use
6/26/15,4608 Carlisle Pike (Adam Auto Group) 17011,Criminal Mischief 
8/24/15,4618 Carlisle Pike (Super Spray Car Wash) 17011,Theft by Unlawful Taking
8/19/15,4680 East Trindle Road (West Shore AAA) 17011,Bad Check 
12/7/16,4695 East Trindle Road (Trindle Bowl) 17011,Theft by Deception
4/6/15,4700 Creekview Road (Creekview Park) 17011,Vandalism
5/26/16,4705 Creekview Road (Creekview Park North) 17011,Theft by Unlawful Taking
11/16/16,4711 Carlisle Pike (Red Lobster) 17011,Theft of Services
7/14/16,4713 Calrisle Pike (Aroogas) 17011,Theft by Unlawful Taking 
6/8/15,4721 Delbrook Road (His Heart Tabernacle) 17011,Burglary
2/16/16,4801 East Trindle Road (7-11) 17011,Retail Theft
12/9/15,4810 Carlisle Pike (Five Guys) 17011,Theft by Unlawful Taking
9/15/15,4830 Carlisle Pike (Rent A Center) 17011,Theft by Unlawful Taking
2/2/16,4830 Carlisle Pike (Planet Fitness) 17011,Theft from a Motor Vehicle
1/16/15,4830 Carlisle Pike 17011,Theft of Leased Property
8/2/16,4833 Carlisle Pike (Community Aid) 17011,Counterfeit/Forgery
7/20/16,4833 Carlisle Pike (Community Aid) 17011,Retail Theft
2/25/16,4833 Carlisle Pike (Community Aid) 17011,Retail Theft
12/15/15,4833 Carlisle Pike (Community Aid) 17011,Retail Theft
7/13/16,4833 Carlisle Pike (Community Aid) 17011,Theft by Unlawful Taking
3/30/15,4833 Carlisle Pike (Community Aid) 17011,Theft by Unlawful Taking
2/14/15,4833 Carlisle Pike (Community Aid) 17011,Theft by Unlawful Taking
8/10/15,4850 Carlisle Pike (Planet Fitness) 17011,Invasion of Privacy
8/3/16,4850 Carlisle Pike (Planet Fitness) 17011,Theft by Unlawful Taking
1/3/16,4850 Carlisle Pike (Planet Fitness) 17011,Theft by Unlawful Taking
6/15/16,4860 Carlisle Pike (First National Bank) 17011,Forgery 
8/19/15,4860 Carlisle Pike (Metro Bank) 17011,Forgery 
2/26/15,4860 Carlisle Pike (Metro Bank) 17011,Forgery 
11/12/15,4870 Carlisle Pike (Karns) 17011,Retail Theft
11/17/16,4870 Carlisle Pike (Karns) 17011,Theft by Unlawful Taking 
6/15/16,4880 Carlisle Pike (Goodwill) 17011,Retail Theft
8/1/16,4900 Carlisle Pike (Hampden Optical) 17011,Bad Check 
3/6/15,4900 Woodland Drive (Microtel) 17011,Theft by Unlawful Taking
2/5/16,4905 East Trindle Road (Country Meadows) 17011,Theft by Unlawful Taking
8/15/16,4931 Carlisle Pike (Sass Salon) 17011,Theft by Unlawful Taking
3/25/16,4957 Carlisle Pike (Rite Aid) 17011,Forgery
6/22/15,4957 Carlisle Pike (Rite Aid) 17011,Fraud
5/1/16,4957 Carlisle Pike (Rite Aid) 17011,Retail Theft
8/1/15,5001 East Trindle Road (Chef Wong’s) 17011,Burglary 
2/2/16,5103 Carlisle Pike (Momentum Fitness) 17011,Theft from a Motor Vehicle
9/4/15,5120 East Trindle Road (Best Line) 17011,Bad Check
5/7/15,5120 East Trindle Road (Best Line) 17011,Bad Check
3/4/15,5120 East Trindle Road (Bestline) 17011,Bad Check
1/12/16,5120 East Trindle Road (Best Line) 17011,Theft by Deception 
9/25/15,5120 East Trindle Road (Best Line) 17011,Theft by Unlawful Taking
8/9/15,5130 East Trindle Road (A1 Sealcoating) 17011,Criminal Trespass
10/20/15,5201 Simpson Ferry Road (Sheetz) 17011,Counterfeit/Forgery
9/5/15,5201 Simpson Ferry Road (Sheetz) 17011,Counterfeit/Forgery
8/14/15,5201 Simpson Ferry Road (Sheetz) 17011,Counterfeit/Forgery
5/22/16,5201 Simpson Ferry Road (Sheetz) 17011,Prohibited Acts; Penalties 
9/10/16,5201 Simpson Ferry Road (Sheetz) 17011,Public Drunkenness 
12/21/15,5201 Simpson Ferry Road (Sheetz) 17011,Public Drunkenness 
12/27/15,5201 Simpson Ferry Road (Sheetz) 17011,Retail Theft 
3/5/16,5201 Simpson Ferry Road (Sheetz) 17011,Theft by Unlawful Taking
5/2/15,5201 Simpson Ferry Road (Sheetz) 17011,Theft from a Motor Vehicle
2/17/15,5217 East Trindle Road (Jeffrey’s Flowers) 17011,Bad Check 
8/26/15,5219 Simpson Ferry Road (M&T Bank) 17011,Forgery 
10/14/16,5219 Simpson Ferry Road (M&T Bank) 17011,Robbery
8/6/15,5231 Simpson Ferry Road (Secure Construction Services) 17011,Access Device Fraud
10/22/16,5231 Simpson Ferry Road (Postal Connections) 17011,Burglary
2/16/16,5250 Carlisle Pike (Carrabbas Italian Grill) 17011,Access Device Fraud
3/27/15,5267 Simpson Ferry Road (Broco Supply) 17011,Access Device Fraud
2/12/16,5275 East Trindle Road (MDJ Silcox Office) 17011,Harassment
7/24/15,5277 Simpson Ferry Road (Rite Aid) 17011,Access Device Fraud
7/4/16,5277 Simpson Ferry Road (Rite Aid) 17011,Counterfeit/Forgery
2/28/16,5277 Simpson Ferry Road (Rite Aid) 17011,Retail Theft
1/14/16,5277 Simpson Ferry Road (Rite Aid) 17011,Retail Theft
11/23/15,5277 Simpson Ferry Road (Rite Aid) 17011,Retail Theft
4/13/15,5301 Simpson Ferry Road (Giant) 17011,Access Device Fraud
3/25/15,5301 Simpson Ferry Road (Giant) 17011,Access Device Fraud
10/2/15,5301 Simpson Ferry Road (Wine & Spirits) 17011,Prohibited Acts; Penalties
8/29/16,5301 Simpson Ferry Road (Giant) 17011,Retail Theft
7/13/16,5301 Simpson Ferry Road (Giant) 17011,Retail Theft
8/13/15,5301 Simpson Ferry Road (Wine and Spirits) 17011,Retail Theft
4/11/15,5301 Simpson Ferry Road (Wine and Spirits) 17011,Retail Theft
2/19/15,5301 Simpson Ferry Road (Giant) 17011,Retail Theft
5/4/16,5301 Simpson Ferry Road (Giant) 17011,Retail Theft 
4/22/16,5301 Simpson Ferry Road (Giant) 17011,Retail Theft 
12/14/15,5301 Simpson Ferry Road (Giant) 17011,Theft by Unlawful Taking
3/6/15,5301 Simpson Ferry Road (Giant) 17011,Theft by Unlawful Taking
9/10/15,5304 Carlisle Pike (Members 1st) 17011,Theft by Deception 
3/2/15,5325 East Trindle Road (Pink Hands of Hope) 17011,Burglary
1/31/15,5327 East Trindle Road (Johnny Joes) 17011,Simple Assault
6/24/15,5327 East Trindle Road (Johnny Joes) 17011,Terroristic Threats 
4/14/16,5327 East Trindle Road (Johnny Joes) 17011,Theft by Unlawful Taking
1/19/15,5327 East Trindle Road (Johnny Joes) 17011,Theft by Unlawful Taking
5/21/16,5401 Carlisle Pike (Blarney’s) 17011,Aggravated Assault
8/17/16,5401 Carlisle Pike (Blarney’s) 17011,Indecent Assault
2/15/15,5401 Carlisle Pike (Park Inn) 17011,Prohibited Acts; Penalties 
4/10/16,5401 Carlisle Pike (Park Inn) 17011,Simple Assault
9/6/16,5401 Carlisle Pike (Park Inn) 17011,Theft by Unlawful Taking
10/30/16,5401 Carlisle Pike (Blarney’s) 17011,Theft by Unlawful Taking
10/21/16,5401 Carlisle Pike (Park Inn) 17011,Theft by Unlawful Taking
8/12/16,5401 Carlisle Pike (Park Inn) 17011,Theft by Unlawful Taking
3/3/16,5401 Carlisle Pike (Park Inn) 17011,Theft by Unlawful Taking
12/29/15,5401 Carlisle Pike (Park Inn) 17011,Theft by Unlawful Taking
7/27/15,5401 Carlisle Pike (Park Inn) 17011,Theft by Unlawful Taking
7/27/15,5401 Carlisle Pike (Park Inn) 17011,Theft by Unlawful Taking
3/31/15,5401 Carlisle Pike (Blarneys) 17011,Theft by Unlawful Taking
9/30/16,5401 Carlisle Pike (Avis Rental) 17011,Theft of Leased Property 
9/1/15,5401 Carlisle Pike (AVIS Rental) 17011,Unauthorized Use
9/1/15,5401 Carlisle Pike (AVIS Rental) 17011,Unauthorized Use
8/1/16,5411 Carlisle Pike (T-Mobile) 17011,Theft by Unlawful Taking
2/23/15,5470 Carlisle Pike (Carabbas) 17011,Public Drunkenness
9/4/15,5500 Carlisle Pike (Lowes) 17011,Access Device Fraud
6/3/15,5500 Carlisle Pike (Lowes) 17011,Counterfeit/Forgery
1/24/15,5500 Carlisle Pike (Lowes) 17011,Counterfeit/Forgery
11/10/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
11/10/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
12/21/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
12/11/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
12/7/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
10/25/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
10/12/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
10/11/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
10/10/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
9/29/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
9/13/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
9/12/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
9/1/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
8/10/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
8/5/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
7/18/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
7/17/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
7/15/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
7/8/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
5/17/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
5/2/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
4/3/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
1/18/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
1/15/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft
12/3/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
12/3/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
11/2/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
10/28/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
10/27/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
10/6/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
9/8/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
9/7/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
8/25/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
8/23/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
8/20/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
8/4/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
7/28/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
7/27/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
7/20/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
7/14/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
7/13/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
7/13/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
7/8/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
6/22/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
6/12/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
5/26/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
5/5/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
4/30/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
4/28/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
4/15/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
4/14/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
4/14/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
4/2/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
2/11/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
1/23/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
1/22/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft
11/28/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft 
5/18/16,5500 Carlisle Pike (Lowes) 17011,Retail Theft 
10/7/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft 
9/15/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft 
8/29/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft 
5/19/15,5500 Carlisle Pike (Lowes) 17011,Retail Theft 
11/29/16,5500 Carlisle Pike (Lowes) 17011,Theft by Deception
3/28/16,5500 Carlisle Pike (Lowes) 17011,Theft by Deception
11/23/16,5500 Carlisle Pike (Lowes) 17011,Theft by Deception 
1/20/16,5500 Carlisle Pike (Lowes) 17011,Theft by Deception 
1/15/16,5500 Carlisle Pike (Lowes) 17011,Theft by Deception 
7/9/15,5500 Carlisle Pike (Lowes) 17011,Theft by Deception 
6/30/16,5505 Carlisle Pike (Denny’s) 17011,Theft by Unlawful Taking
1/30/15,5505 Carlisle Pike (Dennys) 17011,Theft by Unlawful Taking
8/1/15,5510 Carlisle Pike (Evergreen) 17011,Burglary 
11/1/15,5520 Carlisle Pike (Sunoco) 17011,Counterfeit/Forgery
1/31/16,5520 Carlisle Pike (Sunoco) 17011,Counterfeit/Forgery
1/31/15,5520 Carlisle Pike (Sunoco A+) 17011,Counterfeit/Forgery
10/26/16,5528 Carlisle Pike (M&T Bank) 17011,Access Device Fraud
3/17/16,5528 Carlisle Pike (M&T Bank) 17011,Criminal Mischief
2/2/15,5528 Carlisle Pike (M&T Bank) 17011,Forgery
12/9/16,5528 Carlisle Pike (M&T Bank) 17011,Robbery
11/18/15,5550 Carlisle Pike (McDonalds) 17011,Access Device Fraud
4/14/16,5550 Carlisle Pike (McDonalds) 17011,Theft by Unlawful Taking
10/3/16,5600 Carlisle Pike (Kmart) 17011,Retail Theft
2/3/16,5600 Carlisle Pike (Kmart) 17011,Retail Theft
2/1/16,5600 Carlisle Pike (Kmart) 17011,Retail Theft
11/22/15,5600 Carlisle Pike (Kmart) 17011,Retail Theft
7/15/15,5600 Carlisle Pike (Kmart) 17011,Retail Theft
3/20/15,5600 Carlisle Pike (Kmart) 17011,Retail Theft
3/20/15,5600 Carlisle Pike (Kmart) 17011,Retail Theft
1/30/15,5600 Carlisle Pike (Kmart) 17011,Retail Theft
1/8/15,5600 Carlisle Pike (Kmart) 17011,Retail Theft
7/29/15,5600 Carlisle Pike (Kmart) 17011,Retail Theft 
2/13/15,5600 Carlisle Pike (Kmart) 17011,Robbery
5/27/15,5600 Carlisle Pike (Kmart) 17011,Theft by Deception
3/22/16,5600 Carlisle Pike (Kmart) 17011,Theft by Deception
6/30/15,5600 Carlisle Pike (Kmart) 17011,Theft by Unlawful Taking
12/17/15,5800 Carlisle Pike (HH Gregg) 17011,Retail Theft
10/2/15,5800 Carlisle Pike (HHGregg) 17011,Theft by Deception
10/3/16,5800 Carlisle Pike (HHGregg) 17011,Theft by Unlawful Taking
1/26/15,5850 Carlisle Pike (Staples) 17011,Counterfeit/Forgery
10/3/16,5900 Carlisle Pike (Dicks Sporting Goods) 17011,Retail Theft
12/21/15,5900 Carlisle Pike (PetSmart) 17011,Theft by Unlawful Taking
7/28/15,6000 Carlisle Pike (Home Depot) 17011,Retail Theft
9/13/16,6000 Carlisle Pike (Home Depot) 17011,Theft by Unlawful Taking
3/4/15,6005 Carlisle Pike (Radio Shack) 17011,Retail Theft
4/24/16,6023 Carlisle Pike (Auto Zone) 17011,Counterfeit/Forgery
3/26/16,6035 Carlisle Pike (Your Place) 17011,Theft by Unlawful Taking
8/6/16,6035 Carlisle Pike (Your Place) 17011,Theft of Services
3/2/15,6039 Carlisle Pike (Brenner) 17011,Harassment
5/10/16,6039 Carlisle Pike 17011,Theft by Unlawful Taking
6/2/16,6039 Carlisle Pike (Brenner Chrysler Jeep) 17011,Vehicle Theft
1/31/15,6040 Carlisle Pike (Ollies) 17011,Theft by Unlawful Taking
10/16/15,6045 Carlisle Pike (Monro Muffler) 17011,Theft by Unlawful Taking
9/25/15,6051 Carlisle Pike (National Tire and Battery) 17011,Theft by Unlawful Taking
7/28/15,6054 Carlisle Pike (Sheetz) 17011,Access Device Fraud
8/11/16,6054 Carlisle Pike (Sheetz) 17011,Counterfeit/Forgery
12/24/15,6054 Carlisle Pike (Sheetz) 17011,Disorderly Conduct/Public Drunkenness
2/21/15,6054 Carlisle Pike (Black and Bleu) 17011,Harassment
2/20/16,6054 Carlisle Pike (Sheetz) 17011,Prohibited Acts; Penalties
5/22/15,6055 Carlisle Pike (Applebees) 17011,Theft of Services
11/25/16,6060 Carlisle Pike (UPS) 17011,Theft by Unlawful Taking
1/4/16,6060 Carlisle Pike (UPS) 17011,Theft by Unlawful Taking
4/10/15,6060 Carlisle Pike (UPS Freight) 17011,Theft by Unlawful Taking
1/19/15,6060 Carlisle Pike 17011,Theft by Unlawful Taking
3/29/15,6100 Carlisle Pike (Pep Boys) 17011,Theft from a Motor Vehicle
11/3/16,6100 Carlisle Pike (Pep Boys) 17011,Theft of Services 
7/6/15,6101 Carlisle Pike (Wendy’s) 17011,Counterfeit/Forgery
6/27/16,6115 Carlisle Pike (Freysinger Hyundai) 17011,Theft from a Motor Vehicle
5/24/16,6251 Carlisle Pike (Freysinger Buick) 17011,Bad Check 
12/29/15,6251 Carlisle Pike (Freysinger Hyundai) 17011,Bad Check 
2/25/15,6251 Carlisle Pike (Freysinger Buick) 17011,Bad Check 
5/16/16,6251 Carlisle Pike 17011,Freysinger Buick
3/18/15,6251 Carlisle Pike (Freysinger Buick) 17011,Theft by Unlawful Taking
2/21/16,6260 Carlisle Pike (Hope United Methodist Church) 17011,Burglary
5/8/15,6280 Carlisle Pike (Members 1st) 17011,Access Device Fraud
8/25/15,6280 Carlisle Pike (Members 1st) 17011,Bad Check 
6/1/15,6280 Carlisle Pike (New Cumberland Federal Credit Union) 17011,Fraud 
1/7/15,6281 Carlisle Pike (Lehman Volvo) 17011,Theft by Unlawful Taking
12/7/16,6281 Carlisle Pike (Lehman Volvo) 17011,Theft from a Motor Vehicle
2/5/16,6320 Carlisle Pike (McCafferty Ford) 17011,Bad Check 
6/16/15,6320 Carlisle Pike (McCafferty Ford) 17011,Bad Check 
12/31/15,6320 Carlisle Pike (McCafferty Ford) 17011,Theft from a Motor Vehicle
9/30/15,6320 Carlisle Pike (McCafferty Ford) 17011,Theft of Motor Vehicle
11/5/16,6325 Carlisle Pike (Holiday Inn Express) 17011,Theft by Unlawful Taking
11/8/15,6325 Carlisle Pike (Holiday Inn Express) 17011,Theft by Unlawful Taking
3/8/15,6325 Carlisle Pike (Holiday Inn Express) 17011,Theft by Unlawful Taking
2/18/15,6327 Forrest Drive 17011,Theft by Unlawful Taking
11/16/15,6366 Basehore Road (Road Scholar Trucking) 17011,Theft from a Motor Vehicle
4/18/16,6366 Basehore Road (Road Scholar Trucking) 17011,Theft of Services
12/16/16,6384 Brandy Lane (Raber’s Automotive) 17011,Theft by Unlawful Taking
12/28/15,6385 Carlisle Pike (Buffalo Wild Wings) 17011,Public Drunkenness
4/18/15,6385 Carlisle Pike (Buffalo Wild Wings) 17011,Public Drunkenness
12/27/15,6385 Carlisle Pike (Buffalo Wild Wings) 17011,Theft by Unlawful Taking
5/3/15,6385 Carlisle Pike (Buffalo Wild Wings) 17011,Theft by Unlawful Taking
10/4/15,6385 Carlisle Pike (Buffalo Wild Wings) 17011,Theft of Services
9/7/15,6385 Carlisle Pike (Buffalo Wild Wings) 17011,Theft of Services
8/1/15,6391 Carlisle Pike (Dominos) 17011,Counterfeit/Forgery
9/22/16,6391 Carlisle Pike (Toys R Us) 17011,Retail Theft
7/14/16,6391 Carlisle Pike (Toys R Us) 17011,Retail Theft
7/7/16,6391 Carlisle Pike (Toys R Us) 17011,Retail Theft
5/29/16,6391 Carlisle Pike (Toys R Us) 17011,Retail Theft
5/13/16,6391 Carlisle Pike (Toys R Us) 17011,Retail Theft 
9/25/15,6391 Carlisle Pike (Toys R Us) 17011,Theft by Deception 
8/17/15,6391 Carlisle Pike (Toys R Us) 17011,Theft by Deception 
6/7/15,6391 Carlisle Pike (Toys R Us) 17011,Theft by Unlawful Taking
12/26/15,6391 Carlisle Pike (Toys R Us) 17011,Theft from a Motor Vehicle
10/6/15,6395 Carlisle Pike (Holiday Inn Express) 17011,Theft by Unlawful Taking
5/18/16,63991 Carlisle Pike (Toys R Us) 17011,Identity Theft
11/22/16,6416 Carlisle Pike (Wegmans) 17011,Retail Theft
10/15/15,17 S 35th Street (Premier Catering) 17011,Theft by Unlawful Taking 
6/8/15,17 South 35th Street (Premier Caterers) 17011,Theft by Unlawful Taking 
8/29/15,35 Gateway Drive (Cosmo Pro) 17011,Retail Theft
11/20/16,39th Street/Market Street 17011,Theft from a Motor Vehicle
10/21/15,85 Gateway Drive (Grocery Outlet) 17011,Counterfeit/Forgery
12/5/15,95 Gateway Drive (Skyzone) 17011,Theft by Unlawful Taking
11/23/15,95 Gateway Drive (Skyzone) 17011,Theft from a Motor Vehicle
9/9/16,99 Gateway Drive (TJ Maxx) 17011,Theft by Unlawful Taking
8/12/16,99 Gateway Drive (TJ Maxx) 17011,Theft by Unlawful Taking
5/24/15,99 Gateway Drive (TJ Maxx) 17011,Theft by Unlawful Taking
11/25/16,Allendale Road/Simpson Ferry Road 17011,Driving Under the Influence
7/3/15,Basehore Road/Salem Church Road 17011,Prohibited Acts; Penalties
9/28/15,Brandy Lane/Admirals Quay 17011,Burglary
10/6/15,Brandy Lane/Admirals Quay 17011,Criminal Mischief
9/16/15,Brandy Lane/Admirals Quay (Liberty Excavators) 17011,Vandalism
11/19/15,Brondle Boulevard/Simie Street 17011,Driving Under the Influence
10/26/16,Brookridge Drive/Willcliff 17011,Driving Under the Influence
4/8/16,Carlisle Pike/South Sporting Hill Road 17011,Accidents Involving Damage to Attended Vehicle
2/4/16,Carlisle Pike/RT 581 Prohibited 17011,Acts; Penalties
6/10/16,Carlisle Pike/Gateway 17011,Driving Under the Influence
12/26/16,Carlisle Pike/Crossgates 17011,Driving Under the Influence
10/22/16,Carlisle Pike/Van Patton 17011,Driving Under the Influence
10/16/16,Carlisle Pike/Lighthouse Drive 17011,Driving Under the Influence
8/2/15,Carlisle Pike/Salem Church Road 17011,Driving Under the Influence
8/30/16,Carlisle Pike/N Sporting Hill Road 17011,Driving Under the Influence
9/25/15,Carlisle Pike/Brondle Boulevard 17011,Driving Under the Influence
8/29/15,Carlisle Pike/RT 581 17011,Driving Under the Influence
6/5/15,Carlisle Pike/Orrs Bridge Road 17011,Driving Under the Influence
2/26/15,Carlisle Pike/S Sporting Hill Road 17011,Driving Under the Influence
2/19/16,Carlisle Pike/Gateway Drive 17011,Fleeing or Eluding Police
12/10/15,Carlisle Pike/Gateway Drive 17011,Prohibited Acts; Penalties
8/6/16,Carlisle Pike/Richard Road 17011,Prohibited Acts; Penalties
2/6/16,Carlisle Pike/N Sporting Hill Road 17011,Prohibited Acts; Penalties
2/7/16,Carlisle Pike/Crossgate Drive 17011,Prohibited Acts; Penalties 
2/1/16,Carlisle Pike/Silver Spring Road 17011,Simple Assault
12/23/16,Central Boulevard/Trindle Road 17011,Driving Under the Influence
6/27/15,Charles Road/St Marks Road 17011,Driving Under the Influence 
2/7/15,Charles Road/Delbrook Road 17011,Prohibited Acts; Penalties
10/16/16,Creekview Road/Lambs Gap Road 17011,Driving Under the Influence
7/26/15,Creekview Road/Coppercreek Drive 17011,Driving Under the Influence
4/9/16,Creekview Road/Sanderling Boulevard 17011,Driving Under the Influence
11/19/15,Creekview Road/Sanderling Boulevard 17011,Driving Under the Influence
5/23/15,Creekview Road/Rt 581 17011,Driving Under the Influence
2/4/15,Creekview Road/Sanderling Boulevard 17011,Driving Under the Influence
2/27/16,Creekview Road/Ramrod Drive 17011,Prohibited Acts; Penalties
11/16/16,Creekview Road/Sanderling Boulevard 17011,Prohibited Acts; Penalties
11/21/16,Creekview Road/Coppercreek Drive 17011,Prohibited Acts; Penalties 
7/18/16,Creekview Road/Sanderling Boulevard 17011,Prohibited Acts; Penalties 
8/2/15,Crossgates Drive/Carlisle Pike 17011,Disorderly Conduct 
4/14/16,Deerfield Avenue/Meadowbrook Drive 17011,Prohibited Acts; Penalties 
5/4/15,Delbrook Road/Kay Road 17011,Prohibited Acts; Penalties
4/30/16,E Main Street/N Walnut Street 17011,Driving Under the Influence
4/12/16,East Trindle Road/Rt 581 17011,Accidents Involving Damage to Attended Vehicle
9/16/16,East Trindle Road/Sheely Lane 17011,Driving Under the Influence
9/10/16,East Trindle Road/Sheely Lane 17011,Driving Under the Influence
2/14/15,East Trindle Road/Manor Drive 17011,Driving Under the Influence
1/22/15,East Trindle Road/Manor Drive 17011,Driving Under the Influence
10/23/16,East Trindle Road/St Johns Church Road 17011,Driving Under the Influence
4/2/16,East Trindle Road/South Sporting Hill Road 17011,Driving Under the Influence
5/18/15,East Trindle Road/South Sporting Hill Road 17011,Driving Under the Influence
1/17/15,East Trindle Road/St Johns Church Road 17011,Driving Under the Influence
5/9/16,East Trindle Road/South Sporting Hill Road 17011,Driving Under the Influence 
8/25/16,Gateway Drive/Carlisle Pike 17011,Hit and Run
3/24/16,Good Hope Road/I 81 North 17011,Criminal Mischief
8/14/15,Good Hope Road/Wertzville Road 17011,Driving Under the Influence
10/27/16,Good Hope Road/Shasta Way 17011,Driving Under the Influence
2/2/16,Good Hope Road/Technology Parkway 17011,Driving Under the Influence
2/2/16,Good Hope Road/Shasta Way 17011,Driving Under the Influence
4/15/15,Good Hope Road/Shasta Way 17011,Driving Under the Influence 
4/10/15,Jerusalem Road/Locust Lane 17011,Driving Under the Influence 
4/20/16,Lambs Gap Road/Carlisle Pike 17011,Accidents Involving Damage to Attended Vehicle
3/11/16,Lambs Gap Road/Wertzville Road 17011,Driving Under the Influence
2/1/15,Lambs Gap Road/Auburn Drive 17011,Driving Under the Influence
3/20/16,Lambs Gap Road/Carlisle Pike 17011,Driving Under the Influence 
8/27/16,Lambs Gap Road/Carlisle Pike 17011,Fleeing or Eluding Police
10/19/15,Lambs Gap Road/Carlisle Pike 17011,Indecent Exposure
2/25/16,Lambs Gap Road/Carlisle Pike 17011,Prohibited Acts; Penalties
3/23/15,Lambs Gap Road/Darlington Trail 17011,Prohibited Acts; Penalties
7/13/16,Lambs Gap Road/Silver Spring Square 17011,Prohibited Acts; Penalties
5/20/15,Lambs Gap Road/Darlington Trail 17011,Prohibited Acts; Penalties 
10/29/15,Lamp Post Lane/Orrs Bridge Road 17011,Prohibited Acts; Penalties
5/17/16,Lighthouse Drive/McDonald Drive 17011,Accidents Involving Damage to Attended Vehicle
10/23/16,Market Street/N 36th Street 17011,Driving Under the Influence
