"","State","ReportYear","ProgramCode","Program","ProgramType","UNITID","TotalNumPrepPrgs","UGPrograms","UGMinGPAEntry","UGMinGPAExit","PGPrograms","PGMinGPAEntry","PGMinGPAExit","SCEAvgHrsPrior_StdntTch","SCEAvgHrsFor_StdntTch","SCEAvgHrsPrior_TeachRcd","SCEAvgHrsFor_TeachRcd","SuperFTEFaculty","SCENumAdjunctIHE","SCENumCoopTeachK12","SuperStudents","TotalEnroll","CompletersCurrent","MaleEnroll","MaleCompleters","FemaleEnroll","FemaleCompleters","OtherGenderEnroll","OtherGenderCompleters","NonReportGenderEnroll","NonReportGenderCompleters","IndianEnroll","IndianCompleters","AsianEnroll","AsianCompleters","BlackEnroll","BlackCompleters","HispanicEnroll","HispanicCompleters","IslanderEnroll","IslanderCompleters","WhiteEnroll","WhiteCompleters","MultiRacialEnroll","MultiRacialCompleters","NonReportRaceEthEnroll","NonReportRaceEthCompleters","GrantMajors","StateLocalNeeds","SchoolNeeds","SpecEdCore","GenEdDisabilities","GenEdLEP","GenEdLowInc","LocalityTrn","AssuranceComments","B_ratio","W_ratio","BW_completionRatio","X","INSTNM","IALIAS","ADDR","CITY","STABBR","ZIP","FIPS","OBEREG","CHFNM","CHFTITLE","GENTELE","EIN","DUNS","OPEID","OPEFLAG","WEBADDR","ADMINURL","FAIDURL","APPLURL","NPRICURL","VETURL","ATHURL","DISAURL","SECTOR","ICLEVEL","CONTROL","HLOFFER","UGOFFER","GROFFER","HDEGOFR1","DEGGRANT","HBCU","HOSPITAL","MEDICAL","TRIBAL","LOCALE","OPENPUBL","ACT","NEWID","DEATHYR","CLOSEDAT","CYACTIVE","POSTSEC","PSEFLAG","PSET4FLG","RPTMTH","INSTCAT","C15BASIC","C15IPUG","C15IPGRD","C15UGPRF","C15ENPRF","C15SZSET","CCBASIC","CARNEGIE","LANDGRNT","INSTSIZE","F1SYSTYP","F1SYSNAM","F1SYSCOD","CBSA","CBSATYPE","CSA","NECTA","COUNTYCD","COUNTYNM","CNGDSTCD","LONGITUD","LATITUDE","ADMCON1","ADMCON2","ADMCON3","ADMCON4","ADMCON5","ADMCON6","ADMCON7","ADMCON8","ADMCON9","XAPPLCN","APPLCN","XAPPLCNM","APPLCNM","XAPPLCNW","APPLCNW","XADMSSN","ADMSSN","XADMSSNM","ADMSSNM","XADMSSNW","ADMSSNW","XENRLT","ENRLT","XENRLM","ENRLM","XENRLW","ENRLW","XENRLFT","ENRLFT","XENRLFTM","ENRLFTM","XENRLFTW","ENRLFTW","XENRLPT","ENRLPT","XENRLPTM","ENRLPTM","XENRLPTW","ENRLPTW","XSATNUM","SATNUM","XSATPCT","SATPCT","XACTNUM","ACTNUM","XACTPCT","ACTPCT","XSATVR25","SATVR25","XSATVR75","SATVR75","XSATMT25","SATMT25","XSATMT75","SATMT75","XACTCM25","ACTCM25","XACTCM75","ACTCM75","XACTEN25","ACTEN25","XACTEN75","ACTEN75","XACTMT25","ACTMT25","XACTMT75","ACTMT75","XCSTOTLT","CSTOTLT","XCSTOTLM","CSTOTLM","XCSTOTLW","CSTOTLW","XCSAIANT","CSAIANT","XCSAIANM","CSAIANM","XCSAIANW","CSAIANW","XCSASIAT","CSASIAT","XCSASIAM","CSASIAM","XCSASIAW","CSASIAW","XCSBKAAT","CSBKAAT","XCSBKAAM","CSBKAAM","XCSBKAAW","CSBKAAW","XCSHISPT","CSHISPT","XCSHISPM","CSHISPM","XCSHISPW","CSHISPW","XCSNHPIT","CSNHPIT","XCSNHPIM","CSNHPIM","XCSNHPIW","CSNHPIW","XCSWHITT","CSWHITT","XCSWHITM","CSWHITM","XCSWHITW","CSWHITW","XCS2MORT","CS2MORT","XCS2MORM","CS2MORM","XCS2MORW","CS2MORW","XCSUNKNT","CSUNKNT","XCSUNKNM","CSUNKNM","XCSUNKNW","CSUNKNW","XCSNRALT","CSNRALT","XCSNRALM","CSNRALM","XCSNRALW","CSNRALW"
"147","Pennsylvania",2021,"2801","St. Josephs University","Traditional",NA,36,1,2.8,3,1,3,3,190,560,NA,NA,24,240,140,521,680,159,107,25,573,134,0,0,0,0,1,0,8,3,44,7,30,5,1,0,472,112,9,0,115,32,1,1,1,1,1,1,1,1,"Saint Joseph's University ensures that teacher candidates are engaged in dedicated coursework that includes topics in urban education. In addition, all teacher candidates are required to take 9 credits in Special Education and 3 credits in ELL. Also, students are given the opportunity to be in field experiences that occur in urban setting and that teacher candidates during student teaching are mindful of challenges and opportunities in urban school settings.",0.680388793596341,1.01481718366912,0.670454545454545,NA,"PASSHE Center City","PASSHE Ctr. City","","Philadelphia","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Philadelphia County",NA,-75.160276,39.954532,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"148","Pennsylvania",2021,"2801","St. Josephs University","Alternative, IHE-based",NA,36,1,3,3,1,3,3,190,560,NA,NA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,"Saint Joseph's University ensures that teacher candidates are engaged in dedicated coursework that includes topics in urban education. In addition, all teacher candidates are required to take 9 credits in Special Education and 3 credits in ELL. Also, students are given the opportunity to be in field experiences that occur in urban setting and that teacher candidates during student teaching are mindful of challenges and opportunities in urban school settings.",NA,NA,NA,NA,"Cheyney University of Pennsylvania","Cheyney","1837 University Circle","Cheynew","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,-75.529121,39.934513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"149","Pennsylvania",2021,"2801","St. Josephs University","Alternative, IHE-based",NA,36,1,3,3,1,3,3,190,560,NA,NA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,"Saint Joseph's University ensures that teacher candidates are engaged in dedicated coursework that includes topics in urban education. In addition, all teacher candidates are required to take 9 credits in Special Education and 3 credits in ELL. Also, students are given the opportunity to be in field experiences that occur in urban setting and that teacher candidates during student teaching are mindful of challenges and opportunities in urban school settings.",NA,NA,NA,NA,"PASSHE Center City","PASSHE Ctr. City","","Philadelphia","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Philadelphia County",NA,-75.160276,39.954532,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"150","Pennsylvania",2021,"2808","St. Vincent College","Traditional",NA,13,1,2.85,2.9,1,3,3.5,140,470,NA,NA,2,3,57,35,144,35,40,6,104,29,0,0,0,0,0,0,2,0,3,0,2,0,0,0,132,35,5,0,0,0,1,1,1,1,1,1,1,1,"Saint Vincent College provides the coursework, field experiences, and practice teaching opportunities to meet all of the above assurances.",0,1.09090909090909,0,NA,"Cheyney University of Pennsylvania","Cheyney","1837 University Circle","Cheynew","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,-75.529121,39.934513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"151","Pennsylvania",2021,"2808","St. Vincent College","Traditional",NA,13,1,2.85,2.9,1,3,3.5,140,470,NA,NA,2,3,57,35,144,35,40,6,104,29,0,0,0,0,0,0,2,0,3,0,2,0,0,0,132,35,5,0,0,0,1,1,1,1,1,1,1,1,"Saint Vincent College provides the coursework, field experiences, and practice teaching opportunities to meet all of the above assurances.",0,1.09090909090909,0,NA,"PASSHE Center City","PASSHE Ctr. City","","Philadelphia","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Philadelphia County",NA,-75.160276,39.954532,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"152","Pennsylvania",2021,"2820","Susquehanna University","Traditional",NA,16,1,3,3,1,2,3,247,600,NA,NA,12,13,98,238,123,42,18,6,99,36,0,0,6,0,0,0,3,0,1,1,4,3,1,0,100,39,2,1,13,0,1,1,1,1,1,1,1,1,"Our teacher-education program requires pre-service teachers to take courses in designing standards-based instruction, in differentiating instruction, in working with ELLs, and in working with students with special needs. These courses include field experiences and visits with families whose children need teachers with these skills. Education candidates’ required field experiences include schools with children from low-income families and from rural areas. Students and faculty have taken field trips to urban areas that are geographically beyond the range of other field experiences. Our Early Childhood Education majors who choose to dual certify in Special Education PK-8, complete core subject curriculum embedded into the program for the teaching of literacy (EDUC 365, 366, & 367), mathematics (EDUC 410 & 411), social studies (EDUC 400), and sciences (INTD 320 & EDUC 430). In addition to that coursework, Special Education dual certification students are placed in a general education classroom for one of their f",2.92857142857143,1.14214285714286,2.56410256410256,NA,"Cheyney University of Pennsylvania","Cheyney","1837 University Circle","Cheynew","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,-75.529121,39.934513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"153","Pennsylvania",2021,"2820","Susquehanna University","Traditional",NA,16,1,3,3,1,2,3,247,600,NA,NA,12,13,98,238,123,42,18,6,99,36,0,0,6,0,0,0,3,0,1,1,4,3,1,0,100,39,2,1,13,0,1,1,1,1,1,1,1,1,"Our teacher-education program requires pre-service teachers to take courses in designing standards-based instruction, in differentiating instruction, in working with ELLs, and in working with students with special needs. These courses include field experiences and visits with families whose children need teachers with these skills. Education candidates’ required field experiences include schools with children from low-income families and from rural areas. Students and faculty have taken field trips to urban areas that are geographically beyond the range of other field experiences. Our Early Childhood Education majors who choose to dual certify in Special Education PK-8, complete core subject curriculum embedded into the program for the teaching of literacy (EDUC 365, 366, & 367), mathematics (EDUC 410 & 411), social studies (EDUC 400), and sciences (INTD 320 & EDUC 430). In addition to that coursework, Special Education dual certification students are placed in a general education classroom for one of their f",2.92857142857143,1.14214285714286,2.56410256410256,NA,"PASSHE Center City","PASSHE Ctr. City","","Philadelphia","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Philadelphia County",NA,-75.160276,39.954532,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"154","Pennsylvania",2021,"2820","Susquehanna University","Alternative, IHE-based",NA,16,0,NA,NA,1,3,3,247,480,0,0,1,1,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,1,1,1,"Our teacher-education program requires Teacher Interns to take courses in designing standards-based instruction, in differentiating instruction, in working with ELLs, and in working with students with special needs. These courses include field experiences and visits with families whose children need teachers with these skills. Education candidates’ required field experiences include schools with children from low-income families and from rural areas. Students and faculty have taken field trips to urban areas that are geographically beyond the range of other field experiences. Our Early Childhood Education certification candidates who choose to dual certify in Special Education PK-8, complete core subject curriculum embedded into the program for the teaching of literacy (EDUC 365, 366, & 367), mathematics (EDUC 410 & 411), social studies (EDUC 400), and sciences (INTD 320 & EDUC 430). In addition to that coursework, Special Education dual certification students are placed in a general education classroom for o",NA,NA,NA,NA,"Cheyney University of Pennsylvania","Cheyney","1837 University Circle","Cheynew","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,-75.529121,39.934513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"155","Pennsylvania",2021,"2820","Susquehanna University","Alternative, IHE-based",NA,16,0,NA,NA,1,3,3,247,480,0,0,1,1,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,1,1,1,"Our teacher-education program requires Teacher Interns to take courses in designing standards-based instruction, in differentiating instruction, in working with ELLs, and in working with students with special needs. These courses include field experiences and visits with families whose children need teachers with these skills. Education candidates’ required field experiences include schools with children from low-income families and from rural areas. Students and faculty have taken field trips to urban areas that are geographically beyond the range of other field experiences. Our Early Childhood Education certification candidates who choose to dual certify in Special Education PK-8, complete core subject curriculum embedded into the program for the teaching of literacy (EDUC 365, 366, & 367), mathematics (EDUC 410 & 411), social studies (EDUC 400), and sciences (INTD 320 & EDUC 430). In addition to that coursework, Special Education dual certification students are placed in a general education classroom for o",NA,NA,NA,NA,"PASSHE Center City","PASSHE Ctr. City","","Philadelphia","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Philadelphia County",NA,-75.160276,39.954532,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"156","Pennsylvania",2021,"2821","Swarthmore College","Traditional",216287,9,1,3,3,0,NA,NA,190,480,NA,NA,2,0,4,4,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,1,0,0,1,1,1,-6,1,1,1,1,"There are a number of strategies that we have employed in order to be in compliance with assurances. We work with LEAs to identify partnerships that allow work with our students and faculty members to support the goals and needs of local schools (e.g. field work designed to provide support to teachers and their pupils while providing our students with experience). We participate in forums exploring current issues in teacher preparation at the state level (PAC-TE) as well as locally in the Teacher Education Alliance of Philadelphia area teacher preparation programs and meetings of the Greater Philadelphia Educator Leaders. We also meet regularly to discuss teacher preparation in the small college context with the Consortium for Excellence in Teacher Education, and we attend university meetings hosted by the School District of Philadelphia.

We solicit and work with feedback from LEAs regarding our field placements and student teachers. In setting disciplinary expectations for certification, we convene a grou",NA,1,NA,1359,"Swarthmore College","Swat","500 College Ave","Swarthmore","PA","19081",42,2,"Valerie Smith","President",6103288000,231352683,"73755381",337000,1,"www.swarthmore.edu","www.swarthmore.edu/admissions-aid","www.swarthmore.edu/admissions-aid/financial-aid-and-cost-information","www.swarthmore.edu/admissions-aid/apply-to-swarthmore","www.swarthmore.edu/admissions-and-aid/financial-aid-and-cost-information/prospective-students/net-price-calculator.xml",NA,"www.swarthmore.edu/college-catalog/educational-program","www.swarthmore.edu/academic-advising-support/welcome-to-student-disability-service",2,1,2,5,1,2,30,1,2,2,2,2,21,1,"A",-2,-2,-2,1,1,1,1,1,2,21,6,0,14,2,11,21,31,2,2,2,NA,-2,37980,1,428,-2,42045,"Delaware County",4201,-75.354278,39.905159,2,2,1,2,1,3,1,2,3,"R",7717,"R",3251,"R",4466,"R",988,"R",481,"R",507,"R",415,"R",195,"R",220,"R",415,"R",195,"R",220,"R",0,"R",0,"R",0,"R",280,"R",67,"R",202,"R",49,"R",645,"R",760,"R",660,"R",770,"R",30,"R",34,"R",31,"R",35,"R",28,"R",35,"R",374,"R",195,"R",179,"R",0,"R",0,"R",0,"R",63,"R",35,"R",28,"R",21,"R",10,"R",11,"R",52,"R",22,"R",30,"R",0,"R",0,"R",0,"R",162,"R",87,"R",75,"R",30,"R",13,"R",17,"R",13,"R",8,"R",5,"R",33,"R",20,"R",13
"157","Pennsylvania",2021,"2906","Temple University","Traditional",216339,11,1,NA,3,1,NA,3,100,480,NA,NA,4,43,191,263,1338,305,351,74,982,231,5,0,0,0,1,0,86,27,112,21,113,23,3,0,945,217,39,8,39,9,1,1,1,1,1,1,1,1,"Temple's mission is to fully prepare teachers to provide high quality instruction in urban schools and rural schools and meet the needs of all students in their classrooms, including students with special needs, English Learners, low-income and students experiencing trauma.
-Inclusion of a minimum of 3 courses in Special Education and 1 course on instructing English Learners in all certification programs
-Creation of new Pk-12 Special Education Certification programs aligned with Pennsylvania Department of Education new certification regulations
-Expansion of Temple Teacher Residency Program to include Special Education and World Languages in collaboration with local urban district
-Diversity of clinical experience to provide candidates opportunities to work in high needs teaching contexts and with students of different backgrounds, needs, and abilities
-Market analysis combined with consultation of state reports and local school district partners to identify the high need areas
-On-going collaboration",0.822540983606557,1.00735883424408,0.816532258064516,1362,"Temple University",NA,"1801 North Broad Street","Philadelphia","PA","19122-6096",42,2,"Richard M. Englert","Acting President",2152047000,231365971,"57123192",337100,1,"www.temple.edu","www.temple.edu/admissions","sfs.temple.edu","www.temple.edu/apply","https://npc.collegeboard.org/student/app/temple","www.temple.edu/veterans/applying/pa-act-11.asp","https://www.ncaa.org/about/resources/research/graduation-success-rate","disabilityresources.temple.edu",1,1,1,9,1,1,11,1,2,1,1,2,11,1,"A",-2,-2,-2,1,1,1,1,1,2,15,17,14,15,4,15,16,15,2,5,2,NA,-2,37980,1,428,-2,42101,"Philadelphia County",4202,-75.158267,39.980943,1,3,1,1,2,3,3,1,3,"R",33139,"R",14550,"R",18589,"R",17295,"R",7541,"R",9754,"R",5162,"R",2312,"R",2850,"R",5143,"R",2299,"R",2844,"R",19,"R",13,"R",6,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9140,"R",4207,"R",4933,"R",8,"R",4,"R",4,"R",894,"R",434,"R",460,"R",1024,"R",357,"R",667,"R",471,"R",190,"R",281,"R",8,"R",3,"R",5,"R",5261,"R",2543,"R",2718,"R",241,"R",82,"R",159,"R",555,"R",281,"R",274,"R",678,"R",313,"R",365
"158","Pennsylvania",2021,"2906","Temple University","Alternative, IHE-based",NA,1,1,3,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-6,1,1,1,1,"N/A. All of Temple's programs met criteria for and were reported as traditional programs this year.",NA,NA,NA,NA,"Cheyney University of Pennsylvania","Cheyney","1837 University Circle","Cheynew","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,-75.529121,39.934513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"159","Pennsylvania",2021,"2906","Temple University","Alternative, IHE-based",NA,1,1,3,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-6,1,1,1,1,"N/A. All of Temple's programs met criteria for and were reported as traditional programs this year.",NA,NA,NA,NA,"PASSHE Center City","PASSHE Ctr. City","","Philadelphia","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Philadelphia County",NA,-75.160276,39.954532,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
