RawData,Date,Date_Clean,Date_Clean2,Location,Location_Clean1,Type,Type_Clean1,Lat,Lon,FindLocationStart,FindLocationLength,TypeStart,AreThereParen?,,,,,,,,,,,
"September 23, 2016     4700 block of Carlisle Pike         Prohibited Acts; Penalties    D-ARREST","September 23, 2016",42636,09/23/16,4700 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,21,30,51,,,,,,,,,,,,
"July 11, 2016     105 South Sporting Hill Road (CVS)          Prohibited Acts; Penalties    D-ARREST","July 11, 2016",42562,07/11/16,105 South Sporting Hill Road (CVS) 17011,105 South Sporting Hill Road  17011,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,16,37,53,,,,,,,,,,,,
"June 2, 2016     5000 block of Hampden Park Drive         Prohibited Acts; Penalties    D-ARREST","June 2, 2016",42523,06/02/16,5000 block of Hampden Park Drive 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,15,35,50,,,,,,,,,,,,
"May 31, 2016     5200 block of East Trindle Road         Prohibited Acts; Penalties    D-ARREST","May 31, 2016",42521,05/31/16,5200 block of East Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,15,34,49,,,,,,,,,,,,
"May 19, 2016     5200 block of Simpson Ferry Road         Prohibited Acts; Penalties    D-ARREST","May 19, 2016",42509,05/19/16,5200 block of Simpson Ferry Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,15,35,50,,,,,,,,,,,,
"May 19, 2016     5000 block of Greenwood Circle         Prohibited Acts; Penalties    D-ARREST","May 19, 2016",42509,05/19/16,5000 block of Greenwood Circle 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,15,33,48,,,,,,,,,,,,
"April 29, 2016     4200 block of East Trindle Road         Prohibited Acts; Penalties    D-ARREST","April 29, 2016",42489,04/29/16,4200 block of East Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,17,34,51,,,,,,,,,,,,
"April 23, 2016     5200 block of Simpson Ferry Road         Prohibited Acts; Penalties    D-ARREST","April 23, 2016",42483,04/23/16,5200 block of Simpson Ferry Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,17,35,52,,,,,,,,,,,,
"March 17, 2016     1800 block of Good Hope Road         Prohibited Acts; Penalties    D-ARREST","March 17, 2016",42446,03/17/16,1800 block of Good Hope Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,17,31,48,,,,,,,,,,,,
"February 27, 2016     Creekview Road/Ramrod Drive         Prohibited Acts; Penalties    D-ARREST","February 27, 2016",42427,02/27/16,Creekview Road/Ramrod Drive 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,20,30,50,,,,,,,,,,,,
"February 25, 2016     Lambs Gap Road/Carlisle Pike         Prohibited Acts; Penalties    D-ARREST","February 25, 2016",42425,02/25/16,Lambs Gap Road/Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,20,31,51,,,,,,,,,,,,
"February 20, 2016     6054 Carlisle Pike (Sheetz)         Prohibited Acts; Penalties    D-ARREST","February 20, 2016",42420,02/20/16,6054 Carlisle Pike (Sheetz) 17011,6054 Carlisle Pike  17011,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,20,30,50,,,,,,,,,,,,
"February 11, 2016     St Johns Drive/Packard Lane          Prohibited Acts; Penalties    D-ARREST","February 11, 2016",42411,02/11/16,St Johns Drive/Packard Lane 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,20,30,50,,,,,,,,,,,,
"February 4, 2016     4800 block of East Trindle Road         Prohibited Acts; Penalties     D-ARREST","February 4, 2016",42404,02/04/16,4800 block of East Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,19,34,53,,,,,,,,,,,,
"January 18, 2016     4100 block of Nantucket Drive         Prohibited Acts; Penalties    D-ARREST","January 18, 2016",42387,01/18/16,4100 block of Nantucket Drive 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,19,32,51,,,,,,,,,,,,
"January 13, 2016     3700 block of Market Street          Prohibited Acts; Penalties    D-ARREST","January 13, 2016",42382,01/13/16,3700 block of Market Street 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,19,30,49,,,,,,,,,,,,
"December 15, 2015     6000 block of Carlisle Pike           Prohibited Acts; Penalties    D-ARREST","December 15, 2015",42353,12/15/15,6000 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,20,30,50,,,,,,,,,,,,
"December 10, 2015     Carlisle Pike/Gateway Drive          Prohibited Acts; Penalties     D-ARREST","December 10, 2015",42348,12/10/15,Carlisle Pike/Gateway Drive 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,20,30,50,,,,,,,,,,,,
"November 20, 2015     5500 block of Carlisle Pike          Prohibited Acts; Penalties    D-ARREST","November 20, 2015",42328,11/20/15,5500 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,20,30,50,,,,,,,,,,,,
"November 14, 2015     5500 block of Carlisle Pike          Prohibited Acts; Penalties     D-ARREST","November 14, 2015",42322,11/14/15,5500 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,20,30,50,,,,,,,,,,,,
"October 29, 2015     Lamp Post Lane/Orrs Bridge Road          Prohibited Acts; Penalties    D-ARREST","October 29, 2015",42306,10/29/15,Lamp Post Lane/Orrs Bridge Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,19,34,53,,,,,,,,,,,,
"October 20, 2015     5400 block of Carlisle Pike          Prohibited Acts; Penalties    D-ARREST","October 20, 2015",42297,10/20/15,5400 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,19,30,49,,,,,,,,,,,,
"October 10, 2015     First block of Old Pioneer Road          Prohibited Acts; Penalties    D-ARREST","October 10, 2015",42287,10/10/15,First block of Old Pioneer Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,19,34,53,,,,,,,,,,,,
"September 17, 2015     3800 block of Trindle Road          Prohibited Acts; Penalties    D-ARREST","September 17, 2015",42264,09/17/15,3800 block of Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,21,29,50,,,,,,,,,,,,
"July 3, 2015     Basehore Road/Salem Church Road          Prohibited Acts; Penalties    D-ARREST","July 3, 2015",42188,07/03/15,Basehore Road/Salem Church Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,15,34,49,,,,,,,,,,,,
"March 23, 2015     Lambs Gap Road/Darlington Trail          Prohibited Acts; Penalties    D-ARREST","March 23, 2015",42086,03/23/15,Lambs Gap Road/Darlington Trail 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,17,34,51,,,,,,,,,,,,
"March 20, 2015     100 block of Salem Church Road          Prohibited Acts; Penalties    D-ARREST","March 20, 2015",42083,03/20/15,100 block of Salem Church Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,17,33,50,,,,,,,,,,,,
"March 14, 2015     4800 block of East Trindle Road           Prohibited Acts; Penalties    D-ARREST","March 14, 2015",42077,03/14/15,4800 block of East Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,17,34,51,,,,,,,,,,,,
"March 8, 2015     4800 block of East Trindle Road           Prohibited Acts; Penalties    D-ARREST","March 8, 2015",42071,03/08/15,4800 block of East Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,16,34,50,,,,,,,,,,,,
"February 15, 2015     5100 block of Erbs Bridge Road          Prohibited Acts; Penalties    D-ARREST","February 15, 2015",42050,02/15/15,5100 block of Erbs Bridge Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,20,33,53,,,,,,,,,,,,
"February 4, 2015     5100 block of East Trindle Road          Prohibited Acts; Penalties    D-ARREST","February 4, 2015",42039,02/04/15,5100 block of East Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,19,34,53,,,,,,,,,,,,
"December 25, 2016     2000 block of Technology Parkway           Prohibited Acts; Penalties    D-ARREST","December 25, 2016",42729,12/25/16,2000 block of Technology Parkway 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,,,20,35,55,0,,,,,,,,,,,
"November 18, 2016     4600 block of East Trindle Road          Prohibited Acts; Penalties    D-ARREST","November 18, 2016",42692,11/18/16,4600 block of East Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,20,34,54,,,,,,,,,,,,
"November 16, 2016     Creekview Road/Sanderling Boulevard          Prohibited Acts; Penalties    D-ARREST","November 16, 2016",42690,11/16/16,Creekview Road/Sanderling Boulevard 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,20,38,58,,,,,,,,,,,,
"September 16, 2016     3400 block of Simpson Ferry Road           Prohibited Acts; Penalties    D-ARREST","September 16, 2016",42629,09/16/16,3400 block of Simpson Ferry Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,21,35,56,,,,,,,,,,,,
"September 3, 2016     5200 block of East Trindle Road          Prohibited Acts; Penalties    D-ARREST","September 3, 2016",42616,09/03/16,5200 block of East Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,20,34,54,,,,,,,,,,,,
"September 3, 2016     5200 block of East Trindle Road          Prohibited Acts; Penalties    D-ARREST","September 3, 2016",42616,09/03/16,5200 block of East Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,20,34,54,,,,,,,,,,,,
"September 3, 2016     5200 block of East Trindle Road          Prohibited Acts; Penalties    D-ARREST","September 3, 2016",42616,09/03/16,5200 block of East Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,20,34,54,,,,,,,,,,,,
"September 2, 2016     5200 block of East Trindle Road          Prohibited Acts; Penalties    D-ARREST","September 2, 2016",42615,09/02/16,5200 block of East Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,20,34,54,,,,,,,,,,,,
"August 27, 2016     5200 block of Simpson Ferry Road         Prohibited Acts; Penalties    D-ARREST","August 27, 2016",42609,08/27/16,5200 block of Simpson Ferry Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,18,35,53,,,,,,,,,,,,
"August 13, 2016     100 block of S Sporting Hill Road          Prohibited Acts; Penalties    D-ARREST","August 13, 2016",42595,08/13/16,100 block of S Sporting Hill Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,18,36,54,,,,,,,,,,,,
"August 6, 2016     Carlisle Pike/Richard Road         Prohibited Acts; Penalties    D-ARREST","August 6, 2016",42588,08/06/16,Carlisle Pike/Richard Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARRES,Prohibited Acts; Penalties,#VALUE!,,17,29,46,,,,,,,,,,,,
"July 13, 2016     Lambs Gap Road/Silver Spring Square         Prohibited Acts; Penalties    D-ARREST","July 13, 2016",42564,07/13/16,Lambs Gap Road/Silver Spring Square 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,16,38,54,,,,,,,,,,,,
"April 28, 2016     4600 block of South Clearview Drive         Prohibited Acts; Penalties    D-ARREST","April 28, 2016",42488,04/28/16,4600 block of South Clearview Drive 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,17,38,55,,,,,,,,,,,,
"February 28, 2016     1300 block of Silvercreek Drive          Prohibited Acts; Penalties    D-ARREST","February 28, 2016",42428,02/28/16,1300 block of Silvercreek Drive 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,20,34,54,,,,,,,,,,,,
"February 6, 2016     Carlisle Pike/N Sporting Hill Road          Prohibited Acts; Penalties    D-ARREST","February 6, 2016",42406,02/06/16,Carlisle Pike/N Sporting Hill Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,19,37,56,,,,,,,,,,,,
"December 19, 2015     N Sporting Hill Road/Carlisle Pike          Prohibited Acts; Penalties     D-ARREST","December 19, 2015",42357,12/19/15,N Sporting Hill Road/Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,20,37,57,,,,,,,,,,,,
"December 5, 2015     5200 block of Simpson Ferry Road          Prohibited Acts; Penalties    D-ARREST","December 5, 2015",42343,12/05/15,5200 block of Simpson Ferry Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,19,35,54,,,,,,,,,,,,
"November 27, 2015     800 block of Meadow Lane          Prohibited Acts; Penalties    D","November 27, 2015",42335,11/27/15,800 block of Meadow Lane 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties,#VALUE!,,20,27,47,,,,,,,,,,,,
"November 8, 2015     3700 block of Falkstone Drive          Prohibited Acts; Penalties","November 8, 2015",42316,11/08/15,3700 block of Falkstone Drive 17011,#VALUE!,Prohibited Acts; Penalties,Prohibited Acts; Penalties,#VALUE!,,19,32,51,,,,,,,,,,,,
"October 13, 2015     4300 block of Roth Farm Village Circle          Prohibited Acts; Penalties    D-ARREST","October 13, 2015",42290,10/13/15,4300 block of Roth Farm Village Circle 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,19,41,60,,,,,,,,,,,,
"October 2, 2015     5301 Simpson Ferry Road (Wine & Spirits)          Prohibited Acts; Penalties","October 2, 2015",42279,10/02/15,5301 Simpson Ferry Road (Wine & Spirits) 17011,5301 Simpson Ferry Road  17011,Prohibited Acts; Penalties,Prohibited Acts; Penalties,#VALUE!,,18,43,61,,,,,,,,,,,,
"June 30, 2015     Pinehurst Way/Good Hope Road          Prohibited Acts; Penalties    D-ARREST","June 30, 2015",42185,06/30/15,Pinehurst Way/Good Hope Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARRES,Prohibited Acts; Penalties,#VALUE!,,16,31,47,,,,,,,,,,,,
"June 18, 2015     5200 block of Simpson Ferry Road          Prohibited Acts; Penalties","June 18, 2015",42173,06/18/15,5200 block of Simpson Ferry Road 17011,#VALUE!,Prohibited Acts; Penalties,Prohibited Acts; Penalties,#VALUE!,,16,35,51,,,,,,,,,,,,
"May 4, 2015     Delbrook Road/Kay Road           Prohibited Acts; Penalties    D-ARREST","May 4, 2015",42128,05/04/15,Delbrook Road/Kay Road 17011,#VALUE!,Prohibited Acts; Penalties,Prohibited Acts; Penalties,#VALUE!,,14,25,39,,,,,,,,,,,,
"April 28, 2015     4900 block of Carlisle Pike          Prohibited Acts; Penalties    D-ARREST","April 28, 2015",42122,04/28/15,4900 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D-ARRES,Prohibited Acts; Penalties,#VALUE!,,17,30,47,,,,,,,,,,,,
"March 26, 2015     6200 block of Galleon Drive          Prohibited Acts; Penalties    D-ARREST","March 26, 2015",42089,03/26/15,6200 block of Galleon Drive 17011,#VALUE!,Prohibited Acts; Penalties D-ARRES,Prohibited Acts; Penalties,#VALUE!,,17,30,47,,,,,,,,,,,,
"March 18, 2015     St Johns Church Road/Hampden Avenue          Prohibited Acts; Penalties    D-ARREST","March 18, 2015",42081,03/18/15,St Johns Church Road/Hampden Avenue 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties,#VALUE!,,17,38,55,,,,,,,,,,,,
"March 12, 2015     4510 Marketplace Way (Giant)           Prohibited Acts; Penalties    D","March 12, 2015",42075,03/12/15,4510 Marketplace Way (Giant) 17011,4510 Marketplace Way  17011,Prohibited Acts; Penalties D,Prohibited Acts; Penalties,#VALUE!,,17,31,48,,,,,,,,,,,,
"February 7, 2015     Charles Road/Delbrook Road          Prohibited Acts; Penalties     D","February 7, 2015",42042,02/07/15,Charles Road/Delbrook Road 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties,#VALUE!,,19,29,48,,,,,,,,,,,,
"December 28, 2016     4600 block of East Trindle Road           Prohibited Acts; Penalties    D","December 28, 2016",42732,12/28/16,4600 block of East Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,,,20,34,54,0,,,,,,,,,,,
"December 23, 2016     5300 block of Creekview Road            Prohibited Acts; Penalties    D","December 23, 2016",42727,12/23/16,5300 block of Creekview Road 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,,,20,31,51,0,,,,,,,,,,,
"December 6, 2016     1100 block of Dry Powder Circle          Prohibited Acts; Penalties    D","December 6, 2016",42710,12/06/16,1100 block of Dry Powder Circle 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,19,34,53,,,,,,,,,,,,
"November 23, 2016     5200 block of Simpson Ferry Road          Prohibited Acts; Penalties    D","November 23, 2016",42697,11/23/16,5200 block of Simpson Ferry Road 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,20,35,55,,,,,,,,,,,,
"November 23, 2016     4500 block of East Trindle Road           Prohibited Acts; Penalties    D","November 23, 2016",42697,11/23/16,4500 block of East Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,20,34,54,,,,,,,,,,,,
"November 21, 2016     Creekview Road/Coppercreek Drive          Prohibited Acts; Penalties    D","November 21, 2016",42695,11/21/16,Creekview Road/Coppercreek Drive 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,20,35,55,,,,,,,,,,,,
"November 11, 2016     4800 block of Carlisle Pike          Prohibited Acts; Penalties    D","November 11, 2016",42685,11/11/16,4800 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,20,30,50,,,,,,,,,,,,
"August 30, 2016     5400 block of Carlisle Pike          Prohibited Acts; Penalties    D-ARREST","August 30, 2016",42612,08/30/16,5400 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties ,#VALUE!,,18,30,48,,,,,,,,,,,,
"August 28, 2016     5500 block of Carlisle Pike          Prohibited Acts; Penalties    D-ARREST","August 28, 2016",42610,08/28/16,5500 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties ,#VALUE!,,18,30,48,,,,,,,,,,,,
"August 3, 2016     6200 block of Carlisle Pike         Prohibited Acts; Penalties    D-ARREST","August 3, 2016",42585,08/03/16,6200 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties ,#VALUE!,,17,30,47,,,,,,,,,,,,
"July 18, 2016     Creekview Road/Sanderling Boulevard         Prohibited Acts; Penalties    D","July 18, 2016",42569,07/18/16,Creekview Road/Sanderling Boulevard 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,16,38,54,,,,,,,,,,,,
"June 27, 2016     4600 block of Creekview Road         Prohibited Acts; Penalties    D","June 27, 2016",42548,06/27/16,4600 block of Creekview Road 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,16,31,47,,,,,,,,,,,,
"May 22, 2016     5201 Simpson Ferry Road (Sheetz)         Prohibited Acts; Penalties     D","May 22, 2016",42512,05/22/16,5201 Simpson Ferry Road (Sheetz) 17011,5201 Simpson Ferry Road  17011,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,15,35,50,,,,,,,,,,,,
"May 8, 2016     4800 block of East Trindle Road         Prohibited Acts; Penalties    D","May 8, 2016",42498,05/08/16,4800 block of East Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,14,34,48,,,,,,,,,,,,
"April 14, 2016     Deerfield Avenue/Meadowbrook Drive          Prohibited Acts; Penalties    D","April 14, 2016",42474,04/14/16,Deerfield Avenue/Meadowbrook Drive 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,17,37,54,,,,,,,,,,,,
"March 29, 2016     6200 block of Carlisle Pike         Prohibited Acts; Penalties    D-ARREST","March 29, 2016",42458,03/29/16,6200 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties ,#VALUE!,,17,30,47,,,,,,,,,,,,
"February 7, 2016     Carlisle Pike/Crossgate Drive          Prohibited Acts; Penalties    D","February 7, 2016",42407,02/07/16,Carlisle Pike/Crossgate Drive 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,19,32,51,,,,,,,,,,,,
"November 16, 2015     First block of Salem Church Road          Prohibited Acts; Penalties    D","November 16, 2015",42324,11/16/15,First block of Salem Church Road 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,20,35,55,,,,,,,,,,,,
"November 1, 2015     2000 block of Good Hope Road          Prohibited Acts; Penalties    D","November 1, 2015",42309,11/01/15,2000 block of Good Hope Road 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,19,31,50,,,,,,,,,,,,
"October 20, 2015     Wertzville Road/Good Hope Road           Prohibited Acts; Penalties    D","October 20, 2015",42297,10/20/15,Wertzville Road/Good Hope Road 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,19,33,52,,,,,,,,,,,,
"October 4, 2015     100 block of S Sporting Hill Road          Prohibited Acts; Penalties    D","October 4, 2015",42281,10/04/15,100 block of S Sporting Hill Road 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,18,36,54,,,,,,,,,,,,
"October 2, 2015     4700 block of Carlisle Pike          Prohibited Acts; Penalties    D-ARREST","October 2, 2015",42279,10/02/15,4700 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D-ARREST,Prohibited Acts; Penalties ,#VALUE!,,18,30,48,,,,,,,,,,,,
"August 18, 2015     4800 block of Carlisle Pike          Prohibited Acts; Penalties    D- ARREST","August 18, 2015",42234,08/18/15,4800 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D- ARRES,Prohibited Acts; Penalties ,#VALUE!,,18,30,48,,,,,,,,,,,,
"August 17, 2015     5500 block of Carlisle Pike          Prohibited Acts; Penalties    D","August 17, 2015",42233,08/17/15,5500 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,18,30,48,,,,,,,,,,,,
"August 14, 2015     500 block of Breezewood Court          Prohibited Acts; Penalties    D","August 14, 2015",42230,08/14/15,500 block of Breezewood Court 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,18,32,50,,,,,,,,,,,,
"May 20, 2015     Lambs Gap Road/Darlington Trail          Prohibited Acts; Penalties    D","May 20, 2015",42144,05/20/15,Lambs Gap Road/Darlington Trail 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,15,34,49,,,,,,,,,,,,
"February 26, 2015     6300 block of Carlisle Pike          Prohibited Acts; Penalties    D","February 26, 2015",42061,02/26/15,6300 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,20,30,50,,,,,,,,,,,,
"February 17, 2015     6300 block of Mercury Drive          Prohibited Acts; Penalties    D","February 17, 2015",42052,02/17/15,6300 block of Mercury Drive 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,20,30,50,,,,,,,,,,,,
"February 15, 2015     5401 Carlisle Pike (Park Inn)          Prohibited Acts; Penalties     D","February 15, 2015",42050,02/15/15,5401 Carlisle Pike (Park Inn) 17011,5401 Carlisle Pike  17011,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,20,32,52,,,,,,,,,,,,
"January 25, 2015     Silver Spring Road/Carlisle Pike         Prohibited Acts; Penalties    D","January 25, 2015",42029,01/25/15,Silver Spring Road/Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,19,35,54,,,,,,,,,,,,
"July 7, 2016     300 block of Charles Road          Prohibited Acts; Penalties    D-ARREST","July 7, 2016",42558,07/07/16,300 block of Charles Road 17011,#VALUE!,Prohibited Acts; Penalties D-A,Prohibited Acts; Penalties ,#VALUE!,,15,28,43,,,,,,,,,,,,
"May 3, 2016     500 block of Bedford Court         Prohibited Acts; Penalties     D-ARREST","May 3, 2016",42493,05/03/16,500 block of Bedford Court 17011,#VALUE!,Prohibited Acts; Penalties D-A,Prohibited Acts; Penalties ,#VALUE!,,14,29,43,,,,,,,,,,,,
"July 2, 2015     4100 block of Park Street          Prohibited Acts; Penalties    D-ARREST","July 2, 2015",42187,07/02/15,4100 block of Park Street 17011,#VALUE!,Prohibited Acts; Penalties D-A,Prohibited Acts; Penalties ,#VALUE!,,15,28,43,,,,,,,,,,,,
"July 3, 2016     4200 block of Trindle Road         Prohibited Acts; Penalties    D","July 3, 2016",42554,07/03/16,4200 block of Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,15,29,44,,,,,,,,,,,,
"May 22, 2016     5000 block of Trindle Road         Prohibited Acts; Penalties    D","May 22, 2016",42512,05/22/16,5000 block of Trindle Road 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,15,29,44,,,,,,,,,,,,
"May 19, 2016     6200 block of Carlisle Pike         Prohibited Acts; Penalties     D","May 19, 2016",42509,05/19/16,6200 block of Carlisle Pike 17011,#VALUE!,Prohibited Acts; Penalties D,Prohibited Acts; Penalties ,#VALUE!,,15,30,45,,,,,,,,,,,,
"May 15, 2016     First block of Skyport Road          Prohibited Acts; Penalties    D-ARREST","May 15, 2016",42505,05/15/16,First block of Skyport Road 17011,#VALUE!,Prohibited Acts; Penalties D-ARR,Prohibited Acts; Penalties ,#VALUE!,,15,30,45,,,,,,,,,,,,
"December 14, 2015     4100 block of Elk Court           Prohibited Acts; Penalties    D-ARREST","December 14, 2015",42352,12/14/15,4100 block of Elk Court 17011,#VALUE!,Prohibited Acts; Penalties D-ARR,Prohibited Acts; Penalties ,#VALUE!,,20,26,46,,,,,,,,,,,,
