aun2,school,year,aun,schoolnumber,county_,district_,group,grade,subject1,subject2,subject3,numberscored1,numberscored2,numberscored3,pctadvanced1,pctadvanced2,pctadvanced3,pctproficient1,pctproficient2,pctproficient3,pctbasic1,pctbasic2,pctbasic3,pctbb1,pctbb2,pctbb3,district,engprofadv,mathprofadv,sciprofadv,survyear,ncessch,stid,seasch,fipst,leaid,schno,leanm,schnam,phone,mstree,mcity,mstate,mzip,mzip4,lstree,lcity,lstate,lzip,lzip4,type,status,union,ulocal,latcod,loncod,conum,coname,cdcode,bies,reconsty,reconstf,smempup,ismempup,sftepup,isftepup,sfle,isfle,spfemale,ispfemale,spwhite,ispwhite,spelm,ispelm,fte,gslo,gshi,povrate
1.134e+12,"BRECHT  EL SCH",2015,113364503,2619,"","MANHEIM TOWNSHIP SD","All Students","School Total","English Language Arts","Math","Science",116,"117","52","37.9","32.5","57.7","38.8","33.3","28.8","19","19.7","13.5","4.3","14.5","0","MANHEIM TOWNSHIP SD",76.7,65.8,"86.5","2013","421458000505","113364503","2619","42","4214580","00505","MANHEIM TOWNSHIP SD","BRECHT SCH","7172911733","1250 LITITZ PIKE","LANCASTER","PA","17601","4340","1250 LITITZ PK","LANCASTER","PA","17601","4340","1","1","000","21","40.0588","-76.306","42071","LANCASTER COUNTY","4216","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","18.59","KG","04",.39857651
1.134e+12,"BUCHER EL SCH",2016,113364503,6733,"LANCA","MANHEIM TOWNSHIP SD","All Students","School Total","English Language Arts","Math","Science",132,"132","67","40.2","45.5","59.7","40.2","30.3","32.8","15.2","10.6","3","4.5","13.6","4.5","",80.4,75.8,"92.5","2013","421458006733","113364503","6733","42","4214580","06733","MANHEIM TOWNSHIP SD","BUCHER SCH","7175694291","450 CANDLEWYCK RD","LANCASTER","PA","17601","2844","450 CANDLEWYCK RD","LANCASTER","PA","17601","2844","1","1","000","21","40.0832","-76.3349","42071","LANCASTER COUNTY","4216","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","21.9","KG","04",.33006536
1.134e+12,"LANDIS RUN INTERMEDIA",2015,113364503,8246,"","MANHEIM TOWNSHIP SD","All Students","School Total","English Language Arts","Math","",869,"870","","33.5","28","","42.5","30.6","","19.4","29","","4.6","12.4","","MANHEIM TOWNSHIP SD",76,58.6,"","2013","421458007467","113364503","8246","42","4214580","07467","MANHEIM TOWNSHIP SD","LANDIS RUN INTERMEDIATE SCHOOL","7175819124","PO BOX 5134","LANCASTER","PA","17606","","25 BLUE STREAK BLVD","LANCASTER","PA","17601","","1","1","000","21","40.0985","-76.2948","42071","LANCASTER COUNTY","4216","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","54.1","05","06",.24672489
1.134e+12,"SCHAEFFER  EL SCH",2015,113364503,2620,"","MANHEIM TOWNSHIP SD","All Students","School Total","English Language Arts","Math","Science",107,"107","59","25.2","45.8","57.6","60.7","34.6","33.9","8.4","13.1","3.4","5.6","6.5","5.1","MANHEIM TOWNSHIP SD",85.9,80.4,"91.5","2013","421458000624","113364503","2620","42","4214580","00624","MANHEIM TOWNSHIP SD","SCHAEFFER SCH","7173926797","875 PLEASURE RD","LANCASTER","PA","17601","4439","875 PLEASURE RD","LANCASTER","PA","17601","4439","1","1","000","21","40.0596","-76.2908","42071","LANCASTER COUNTY","4216","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","18.4","KG","04",.24221453
1.265e+12,"MARIANA BRACETTI ACAD CS",2016,126513480,7672,"PHILA","MARIANA BRACETTI ACA","All Students","School Total","English Language Arts","Math","Science",410,"410","169","1.7","2","5.9","27.1","8","18.9","49","22.9","20.1","22.2","67.1","55","",28.8,10,"24.8","2013","420007900564","126513480","7672","42","4200079","00564","MARIANA BRACETTI ACADEMY CS","MARIANA BRACETTI ACADEMY CS","2152914436","1840 TORRESDALE AVE","PHILADELPHIA","PA","19124","","1840 TORRESDALE AVE","PHILADELPHIA","PA","19124","","1","1","000","11","40.0059","-75.0951","42101","PHILADELPHIA COUNTY","4201","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","72","06","12",.87333333
1.265e+12,"MARIANA BRACETTI ACAD",2015,126513480,7672,"","MARIANA BRACETTI ACA","All Students","School Total","English Language Arts","Math","Science",433,"433","170","1.8",".9","2.9","25.9","8.3","21.2","50.1","35.6","28.8","22.2","55.2","47.1","MARIANA BRACETTI ACAD",27.7,9.2,"24.1","2013","420007900564","126513480","7672","42","4200079","00564","MARIANA BRACETTI ACADEMY CS","MARIANA BRACETTI ACADEMY CS","2152914436","1840 TORRESDALE AVE","PHILADELPHIA","PA","19124","","1840 TORRESDALE AVE","PHILADELPHIA","PA","19124","","1","1","000","11","40.0059","-75.0951","42101","PHILADELPHIA COUNTY","4201","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","72","06","12",.87333333
1.283e+12,"MARION CENTER AREA H",2015,128325203,2339,"","MARION CENTER AREA S","All Students","School Total","English Language Arts","Math","Science",213,"215","109","11.7","5.1","22.9","42.3","13.5","37.6","39","43.7","23.9","7","37.7","15.6","MARION CENTER AREA SD",54,18.6,"60.5","2013","421473002339","128325203","2339","42","4214730","02339","MARION CENTER AREA SD","MARION CENTER AREA JR/SR HS","7243975551","22800 ROUTE 403 HWY N","MARION CENTER","PA","15759","0209","22800 ROUTE 403 HWY NORTH","MARION CENTER","PA","15759","0209","1","1","000","42","40.7686","-79.0546","42063","INDIANA COUNTY","4209","2","2010","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","47.4","07","12",.43484848
1.283e+12,"RAYNE EL SCH",2015,128325203,8066,"","MARION CENTER AREA S","All Students","School Total","English Language Arts","Math","Science",151,"151","38","14.6","12.6","34.2","45.7","27.2","50","25.8","42.4","13.2","13.9","17.9","2.6","MARION CENTER AREA SD",60.3,39.8,"84.2","2013","421473007338","128325203","8066","42","4214730","07338","MARION CENTER AREA SD","RAYNE EL SCH","7244638615","2535 RT 119 HWY NORTH","HOME","PA","15747","","2535ROUTE 119 HWY NORTH","HOME","PA","15747","","1","1","000","42","40.7023","-79.1009","42063","INDIANA COUNTY","4209","2","2010","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","24.9","PK","06",.52272727
1.283e+12,"MARION CENTER AREA H",2016,128325203,2339,"INDIA","MARION CENTER AREA S","All Students","School Total","English Language Arts","Math","Science",208,"209","102","12.5","7.7","28.4","46.2","22.5","35.3","34.6","30.1","18.6","6.7","39.7","17.6","",58.7,30.2,"63.7","2013","421473002339","128325203","2339","42","4214730","02339","MARION CENTER AREA SD","MARION CENTER AREA JR/SR HS","7243975551","22800 ROUTE 403 HWY N","MARION CENTER","PA","15759","0209","22800 ROUTE 403 HWY NORTH","MARION CENTER","PA","15759","0209","1","1","000","42","40.7686","-79.0546","42063","INDIANA COUNTY","4209","2","2010","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","47.4","07","12",.43484848
1.283e+12,"W A MCCREERY EL SCH",2015,128325203,8138,"","MARION CENTER AREA S","All Students","School Total","English Language Arts","Math","Science",216,"216","53","13.4","9.3","34","43.5","28.7","43.4","29.6","39.4","17","13.4","22.7","5.7","MARION CENTER AREA SD",56.9,38,"77.4","2013","421473007362","128325203","8138","42","4214730","07362","MARION CENTER AREA SD","W.A. MCCREERY EL SCH","7243975551","22810 ROUTE 403 HWY N","MARION CENTER","PA","15759","0199","22810 ROUTE 403 HWY NORTH","MARION CENTER","PA","15759","0199","1","1","000","42","40.7686","-79.0547","42063","INDIANA COUNTY","4209","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","30.2","PK","06",.48672566
1.283e+12,"RAYNE EL SCH",2016,128325203,8066,"INDIA","MARION CENTER AREA S","All Students","School Total","English Language Arts","Math","Science",148,"149","31","23.6","21.5","51.6","39.9","30.2","25.8","24.3","30.2","12.9","12.2","18.1","9.7","",63.5,51.7,"77.4","2013","421473007338","128325203","8066","42","4214730","07338","MARION CENTER AREA SD","RAYNE EL SCH","7244638615","2535 RT 119 HWY NORTH","HOME","PA","15747","","2535ROUTE 119 HWY NORTH","HOME","PA","15747","","1","1","000","42","40.7023","-79.1009","42063","INDIANA COUNTY","4209","2","2010","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","24.9","PK","06",.52272727
1.283e+12,"W A MCCREERY EL SCH",2016,128325203,8138,"INDIA","MARION CENTER AREA S","All Students","School Total","English Language Arts","Math","Science",210,"210","55","18.6","19.5","25.5","45.7","32.4","52.7","24.3","27.1","20","11.4","21","1.8","",64.3,51.9,"78.2","2013","421473007362","128325203","8138","42","4214730","07362","MARION CENTER AREA SD","W.A. MCCREERY EL SCH","7243975551","22810 ROUTE 403 HWY N","MARION CENTER","PA","15759","0199","22810 ROUTE 403 HWY NORTH","MARION CENTER","PA","15759","0199","1","1","000","42","40.7686","-79.0547","42063","INDIANA COUNTY","4209","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","30.2","PK","06",.48672566
1.265e+12,"MARITIME ACADEMY CS",2016,126510014,7777,"PHILA","MARITIME ACADEMY CS","All Students","School Total","English Language Arts","Math","Science",490,"488","173","7.1","7","23.1","43.1","22.3","42.2","40.8","33.4","16.8","9","37.3","17.9","",50.2,29.3,"65.3","2013","420012300759","126510014","7777","42","4200123","00759","MARITIME ACADEMY CHARTER SCHOOL","MARITIME ACADEMY CS","2155354555","2275 BRIDGE STREET","PHILADELPHIA","PA","19137","","2275 BRIDGE ST","PHILADELPHIA","PA","19137","","1","1","000","11","40.0085","-75.0652","42101","PHILADELPHIA COUNTY","4201","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","48","04","12",.76538462
1.265e+12,"MARITIME ACADEMY CS",2015,126510014,7777,"","MARITIME ACADEMY CS","All Students","School Total","English Language Arts","Math","Science",492,"495","194","9.3","7.7","23.2","44.3","29.9","30.9","38.6","38.8","28.4","7.7","23.6","17.5","MARITIME ACADEMY CS",53.6,37.6,"54.1","2013","420012300759","126510014","7777","42","4200123","00759","MARITIME ACADEMY CHARTER SCHOOL","MARITIME ACADEMY CS","2155354555","2275 BRIDGE STREET","PHILADELPHIA","PA","19137","","2275 BRIDGE ST","PHILADELPHIA","PA","19137","","1","1","000","11","40.0085","-75.0652","42101","PHILADELPHIA COUNTY","4201","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","48","04","12",.76538462
1.252e+12,"LOOMIS EL SCH",2015,125235502,1899,"","MARPLE NEWTOWN SD","All Students","School Total","English Language Arts","Math","Science",162,"162","44","24.1","14.2","50","53.7","35.8","47.7","17.9","32.1","2.3","4.3","17.9","0","MARPLE NEWTOWN SD",77.8,50,"97.7","2013","421476001899","125235502","1899","42","4214760","01899","MARPLE NEWTOWN SD","LOOMIS EL SCH","6103594350","369 N CENTRAL BLVD","BROOMALL","PA","19008","3709","369 NORTH CENTRAL BLVD","BROOMALL","PA","19008","3709","1","1","000","21","39.9641","-75.3452","42045","DELAWARE COUNTY","4207","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","28.05","KG","05",.16
1.252e+12,"PAXON HOLLOW MS",2015,125235502,1901,"","MARPLE NEWTOWN SD","All Students","School Total","English Language Arts","Math","Science",750,"748","269","26.8","12.3","34.6","46.1","30.3","34.9","24","35","16.4","3.1","22.3","14.1","MARPLE NEWTOWN SD",72.9,42.6,"69.5","2013","421476001901","125235502","1901","42","4214760","01901","MARPLE NEWTOWN SD","PAXON HOLLOW MS","6103594320","815 PAXON HOLLOW RD","BROOMALL","PA","19008","3421","815 PAXON HOLLOW RD","BROOMALL","PA","19008","3421","1","1","000","21","39.9577","-75.3641","42045","DELAWARE COUNTY","4207","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","66","06","08",.14498141
1.252e+12,"WORRALL EL SCH",2015,125235502,1896,"","MARPLE NEWTOWN SD","All Students","School Total","English Language Arts","Math","Science",154,"155","55","37","38.1","87.3","46.8","36.8","10.9","14.9","20","1.8","1.3","5.2","0","MARPLE NEWTOWN SD",83.8,74.9,"98.2","2013","421476001896","125235502","1896","42","4214760","01896","MARPLE NEWTOWN SD","WORRALL EL SCH","6103594300","2979 PENNVIEW AVE","BROOMALL","PA","19008","1127","2979 PENNVIEW AVE","BROOMALL","PA","19008","1127","1","1","000","21","39.9798","-75.3822","42045","DELAWARE COUNTY","4207","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","27","KG","05",.10778443
1.252e+12,"LOOMIS EL SCH",2016,125235502,1899,"DELAW","MARPLE NEWTOWN SD","All Students","School Total","English Language Arts","Math","Science",175,"175","61","17.1","21.1","37.7","48.6","28.6","47.5","28.6","27.4","11.5","5.7","22.9","3.3","",65.7,49.7,"85.2","2013","421476001899","125235502","1899","42","4214760","01899","MARPLE NEWTOWN SD","LOOMIS EL SCH","6103594350","369 N CENTRAL BLVD","BROOMALL","PA","19008","3709","369 NORTH CENTRAL BLVD","BROOMALL","PA","19008","3709","1","1","000","21","39.9641","-75.3452","42045","DELAWARE COUNTY","4207","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","28.05","KG","05",.16
1.252e+12,"CULBERTSON EL SCH",2016,125235502,1898,"DELAW","MARPLE NEWTOWN SD","All Students","School Total","English Language Arts","Math","Science",172,"173","56","42.4","39.9","62.5","39.5","30.6","28.6","12.2","20.2","7.1","5.8","9.2","1.8","",81.9,70.5,"91.1","2013","421476001898","125235502","1898","42","4214760","01898","MARPLE NEWTOWN SD","CULBERTSON EL SCH","6103594340","3530 GOSHEN RD","NEWTOWN SQUARE","PA","19073","2418","3530 GOSHEN RD","NEWTOWN SQUARE","PA","19073","2418","1","1","000","21","39.9963","-75.4021","42045","DELAWARE COUNTY","4207","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","29.75","KG","05",.10674157
1.252e+12,"WORRALL EL SCH",2016,125235502,1896,"DELAW","MARPLE NEWTOWN SD","All Students","School Total","English Language Arts","Math","Science",162,"162","47","33.3","46.9","68.1","54.3","35.2","27.7","12.3","13","2.1","0","4.9","2.1","",87.6,82.1,"95.8","2013","421476001896","125235502","1896","42","4214760","01896","MARPLE NEWTOWN SD","WORRALL EL SCH","6103594300","2979 PENNVIEW AVE","BROOMALL","PA","19008","1127","2979 PENNVIEW AVE","BROOMALL","PA","19008","1127","1","1","000","21","39.9798","-75.3822","42045","DELAWARE COUNTY","4207","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","27","KG","05",.10778443
1.252e+12,"CULBERTSON EL SCH",2015,125235502,1898,"","MARPLE NEWTOWN SD","All Students","School Total","English Language Arts","Math","Science",161,"160","48","31.1","37.5","75","45.3","28.8","16.7","14.9","19.4","2.1","8.7","14.4","6.3","MARPLE NEWTOWN SD",76.4,66.3,"91.7","2013","421476001898","125235502","1898","42","4214760","01898","MARPLE NEWTOWN SD","CULBERTSON EL SCH","6103594340","3530 GOSHEN RD","NEWTOWN SQUARE","PA","19073","2418","3530 GOSHEN RD","NEWTOWN SQUARE","PA","19073","2418","1","1","000","21","39.9963","-75.4021","42045","DELAWARE COUNTY","4207","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","29.75","KG","05",.10674157
1.252e+12,"PAXON HOLLOW MS",2016,125235502,1901,"DELAW","MARPLE NEWTOWN SD","All Students","School Total","English Language Arts","Math","Science",703,"700","239","32.4","18","32.2","46.8","28.4","41","19.2","29.9","14.2","1.6","23.7","12.6","",79.2,46.4,"73.2","2013","421476001901","125235502","1901","42","4214760","01901","MARPLE NEWTOWN SD","PAXON HOLLOW MS","6103594320","815 PAXON HOLLOW RD","BROOMALL","PA","19008","3421","815 PAXON HOLLOW RD","BROOMALL","PA","19008","3421","1","1","000","21","39.9577","-75.3641","42045","DELAWARE COUNTY","4207","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","66","06","08",.14498141
1.252e+12,"RUSSELL EL SCH",2015,125235502,1894,"","MARPLE NEWTOWN SD","All Students","School Total","English Language Arts","Math","Science",169,"169","65","27.8","19.5","63.1","47.3","40.2","27.7","19.5","28.4","7.7","5.3","11.8","1.5","MARPLE NEWTOWN SD",75.1,59.7,"90.8","2013","421476001894","125235502","1894","42","4214760","01894","MARPLE NEWTOWN SD","RUSSELL EL SCH","6103594310","2201 SPROUL RD","BROOMALL","PA","19008","2829","2201 SPROUL RD","BROOMALL","PA","19008","2829","1","1","000","21","39.9718","-75.3605","42045","DELAWARE COUNTY","4207","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","28.3","KG","05",.1160221
1.252e+12,"RUSSELL EL SCH",2016,125235502,1894,"DELAW","MARPLE NEWTOWN SD","All Students","School Total","English Language Arts","Math","Science",168,"98","52","34.5","39.8","51.9","45.2","29.6","30.8","17.3","18.4","5.8","3","12.2","11.5","",79.7,69.4,"82.7","2013","421476001894","125235502","1894","42","4214760","01894","MARPLE NEWTOWN SD","RUSSELL EL SCH","6103594310","2201 SPROUL RD","BROOMALL","PA","19008","2829","2201 SPROUL RD","BROOMALL","PA","19008","2829","1","1","000","21","39.9718","-75.3605","42045","DELAWARE COUNTY","4207","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","28.3","KG","05",.1160221
1.041e+12,"MARS AREA CENTENNIAL SCHOO",2016,104105003,7929,"BUTLE","MARS AREA SD","All Students","School Total","English Language Arts","Math","",488,"488","","32.6","31.6","","53.5","37.5","","11.7","21.5","","2.3","9.4","","",86.1,69.1,"","2013","421479006074","104105003","7929","42","4214790","06074","MARS AREA SD","MARS AREA CENTENNIAL SCH","7246252601","100 WINFIELD MANOR DR","MARS","PA","16046","","100 WINFIELD MANOR DR","MARS","PA","16046","","1","1","000","21","40.6975","-79.9683","42019","BUTLER COUNTY","4203","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","28.37","05","06",.06410256
1.041e+12,"MARS AREA MS",2015,104105003,5363,"","MARS AREA SD","All Students","School Total","English Language Arts","Math","Science",489,"488","232","27.6","19.5","41.8","51.7","35","38.8","19.6","34","12.9","1","11.5","6.5","MARS AREA SD",79.3,54.5,"80.6","2013","421479005363","104105003","5363","42","4214790","05363","MARS AREA SD","MARS AREA MS","7246253145","1775 THREE DEGREE RD","MARS","PA","16046","3129","1775 THREE DEGREE RD","MARS","PA","16046","3129","1","1","000","21","40.6956","-79.9762","42019","BUTLER COUNTY","4203","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","33.37","07","08",.08703704
1.041e+12,"MARS AREA MS",2016,104105003,5363,"BUTLE","MARS AREA SD","All Students","School Total","English Language Arts","Math","Science",536,"534","250","28","23.4","37.2","52.8","32.8","36.8","18.1","25.3","16","1.1","18.5","10","",80.8,56.2,"74","2013","421479005363","104105003","5363","42","4214790","05363","MARS AREA SD","MARS AREA MS","7246253145","1775 THREE DEGREE RD","MARS","PA","16046","3129","1775 THREE DEGREE RD","MARS","PA","16046","3129","1","1","000","21","40.6956","-79.9762","42019","BUTLER COUNTY","4203","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","33.37","07","08",.08703704
1.041e+12,"MARS AREA  ELEMENTARY",2015,104105003,1155,"","MARS AREA SD","All Students","School Total","English Language Arts","Math","Science",482,"481","241","30.3","37.4","66","52.3","34.3","29","14.7","21.6","3.7","2.7","6.7","1.2","MARS AREA SD",82.6,71.7,"95","2013","421479001155","104105003","1155","42","4214790","01155","MARS AREA SD","MARS AREA EL SCH","7246253161","549 ROUTE 228","MARS","PA","16046","3123","549 ROUTE 228","MARS","PA","16046","3123","1","1","000","41","40.6949","-79.9854","42019","BUTLER COUNTY","4203","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","40.7","02","04",.07799443
1.041e+12,"MARS AREA  ELEMENTARY  SCH",2016,104105003,1155,"BUTLE","MARS AREA SD","All Students","School Total","English Language Arts","Math","Science",473,"475","242","33.4","38.7","59.1","46.5","34.3","33.5","17.8","18.9","5.8","2.3","8","1.7","",79.9,73,"92.6","2013","421479001155","104105003","1155","42","4214790","01155","MARS AREA SD","MARS AREA EL SCH","7246253161","549 ROUTE 228","MARS","PA","16046","3123","549 ROUTE 228","MARS","PA","16046","3123","1","1","000","41","40.6949","-79.9854","42019","BUTLER COUNTY","4203","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","40.7","02","04",.07799443
1.041e+12,"MARS AREA CENTENNIAL",2015,104105003,7929,"","MARS AREA SD","All Students","School Total","English Language Arts","Math","",515,"515","","36.7","19.6","","48.2","43.7","","14","29.1","","1.2","7.6","","MARS AREA SD",84.9,63.3,"","2013","421479006074","104105003","7929","42","4214790","06074","MARS AREA SD","MARS AREA CENTENNIAL SCH","7246252601","100 WINFIELD MANOR DR","MARS","PA","16046","","100 WINFIELD MANOR DR","MARS","PA","16046","","1","1","000","21","40.6975","-79.9683","42019","BUTLER COUNTY","4203","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","28.37","05","06",.06410256
1.265e+12,"MAST COMMUNITY CS",2016,126513150,7574,"PHILA","MAST COMMUNITY CS","All Students","School Total","English Language Arts","Math","Science",577,"577","194","31.9","35.7","55.7","47.1","32.9","28.9","18.7","21.8","9.3","2.3","9.5","6.2","",79,68.6,"84.6","2013","420005100488","126513150","7574","42","4200051","00488","MAST COMMUNITY CHARTER SCHOOL","MAST COMMUNITY CHARTER SCHOOL","2673481100","1800 E BYBERRY RD","PHILADELPHIA","PA","19116","","1800 EAST BYBERRY RD","PHILADELPHIA","PA","19116","","1","1","000","11","40.1136","-75.0062","42101","PHILADELPHIA COUNTY","4213","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","78","KG","12",.37443268
1.265e+12,"MAST COMMUNITY CS",2015,126513150,7574,"","MAST COMMUNITY CS","All Students","School Total","English Language Arts","Math","Science",570,"571","189","26.1","23.1","47.6","47.5","36.6","37","23.3","29.9","9","3","10.3","6.3","MAST COMMUNITY CS",73.6,59.7,"84.6","2013","420005100488","126513150","7574","42","4200051","00488","MAST COMMUNITY CHARTER SCHOOL","MAST COMMUNITY CHARTER SCHOOL","2673481100","1800 E BYBERRY RD","PHILADELPHIA","PA","19116","","1800 EAST BYBERRY RD","PHILADELPHIA","PA","19116","","1","1","000","11","40.1136","-75.0062","42101","PHILADELPHIA COUNTY","4213","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","78","KG","12",.37443268
1.265e+12,"MASTERY CHARTER SCHOO",2015,126517286,8151,"","MASTERY CHARTER SCHO","All Students","School Total","English Language Arts","Math","Science",364,"366","98","6.3","2.2","22.4","32.1","9.6","29.6","39","33.3","19.4","22.5","54.9","28.6","MASTERY CHARTER SCHOO",38.4,11.8,"52","2013","420082907358","126517286","8151","42","4200829","07358","MASTERY CS-SMEDLEY CAMPUS","MASTERY CS-SMEDLEY CAMPUS","2155372525","1790 BRIDGE STREET","PHILADELPHIA","PA","19124","","1790 BRIDGE ST","PHILADELPHIA","PA","19124","","1","1","000","11","40.0198","-75.0735","42101","PHILADELPHIA COUNTY","4201","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","50","KG","06",.9334221
1.265e+12,"MASTERY CHARTER SCHOOL MAN",2016,126519433,8152,"PHILA","MASTERY CHARTER SCHO","All Students","School Total","English Language Arts","Math","Science",290,"293","71","5.5","2.4","22.5","37.6","14.3","42.3","40","34.5","18.3","16.9","48.8","16.9","",43.1,16.7,"64.8","2013","420083107367","126519433","8152","42","4200831","07367","MASTERY CS-MANN CAMPUS","MASTERY CHARTER SCHOOL MANN CAMPUS","2155815516","5376 W. BERKS STREET","PHILADEPHIA","PA","19131","","5376 WEST BERKS ST","PHILADEPHIA","PA","19131","","1","1","000","11","39.986","-75.2313","42101","PHILADELPHIA COUNTY","4202","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","32","KG","06",.79891304
1.265e+12,"MASTERY CHARTER SCHOOL SME",2016,126517286,8151,"PHILA","MASTERY CHARTER SCHO","All Students","School Total","English Language Arts","Math","Science",399,"399","105","11","2.8","12.4","29.6","11.3","33.3","38.6","26.1","24.8","20.8","59.9","29.5","",40.6,14.1,"45.7","2013","420082907358","126517286","8151","42","4200829","07358","MASTERY CS-SMEDLEY CAMPUS","MASTERY CS-SMEDLEY CAMPUS","2155372525","1790 BRIDGE STREET","PHILADELPHIA","PA","19124","","1790 BRIDGE ST","PHILADELPHIA","PA","19124","","1","1","000","11","40.0198","-75.0735","42101","PHILADELPHIA COUNTY","4201","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","50","KG","06",.9334221
1.265e+12,"MASTERY CHARTER SCHOO",2015,126519433,8152,"","MASTERY CHARTER SCHO","All Students","School Total","English Language Arts","Math","Science",285,"287","73","5.6","1.4","21.9","39.3","10.1","35.6","34","38.3","20.5","21.1","50.2","21.9","MASTERY CHARTER SCHOO",44.9,11.5,"57.5","2013","420083107367","126519433","8152","42","4200831","07367","MASTERY CS-MANN CAMPUS","MASTERY CHARTER SCHOOL MANN CAMPUS","2155815516","5376 W. BERKS STREET","PHILADEPHIA","PA","19131","","5376 WEST BERKS ST","PHILADEPHIA","PA","19131","","1","1","000","11","39.986","-75.2313","42101","PHILADELPHIA COUNTY","4202","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","32","KG","06",.79891304
1.265e+12,"MASTERY CHARTER SCHOO",2015,126516457,8153,"","MASTERY CHARTER SCHO","All Students","School Total","English Language Arts","Math","Science",509,"511","182","4.9",".8","14.3","33.4","8.8","23.1","38.3","25.8","24.7","23.4","64.6","37.9","MASTERY CHARTER SCHOO",38.3,9.6,"37.4","2013","420082807351","126516457","8153","42","4200828","07351","MASTERY CS-HARRITY CAMPUS","MASTERY CS-HARRITY CAMPUS","2154712908","5601 CHRISTIAN STREET","PHILADELPHIA","PA","19143","","5601 CHRISTIAN ST","PHILADELPHIA","PA","19143","","1","1","000","11","39.9485","-75.2356","42101","PHILADELPHIA COUNTY","4202","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","51.86","KG","08",.85614035
1.265e+12,"MASTERY CHARTER SCHOOL HAR",2016,126516457,8153,"PHILA","MASTERY CHARTER SCHO","All Students","School Total","English Language Arts","Math","Science",523,"528","164","3.8","1.7","19.5","29.8","8.7","25","45.5","25","20.7","20.8","64.6","34.8","",33.6,10.4,"44.5","2013","420082807351","126516457","8153","42","4200828","07351","MASTERY CS-HARRITY CAMPUS","MASTERY CS-HARRITY CAMPUS","2154712908","5601 CHRISTIAN STREET","PHILADELPHIA","PA","19143","","5601 CHRISTIAN ST","PHILADELPHIA","PA","19143","","1","1","000","11","39.9485","-75.2356","42101","PHILADELPHIA COUNTY","4202","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","51.86","KG","08",.85614035
1.265e+12,"MASTERY CS - CLEVELAN",2015,126519644,8259,"","MASTERY CS - CLEVELA","All Students","School Total","English Language Arts","Math","Science",428,"431","134","3","1.2","5.2","24.3","6.5","28.4","41.6","25.3","19.4","31.1","67.1","47","MASTERY CS - CLEVELAN",27.3,7.7,"33.6","2013","420086207474","126519644","8259","42","4200862","07474","MASTERY CS - CLEVELAND ELEMENTARY","MASTERY CS - CLEVELAND ELEMENTARY","2152775042","3701 N 19TH STREET","PHILADELPHIA","PA","19140","","3701 NORTH 19TH ST","PHILADELPHIA","PA","19140","","1","1","000","11","40.011","-75.1587","42101","PHILADELPHIA COUNTY","4202","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","46.89","KG","08",.83896104
